Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_DFS_lin	1	5	0.054000	0.054000	0.054000	0.054000	0.066000	625215	14050	4248556	0	0	-
counters1_DFS_lin	2	5	0.077000	0.077000	0.077000	0.077000	0.090000	625252	16329	5288375	0	0	-
counters1_DFS_lin	4	5	0.119000	0.120000	0.120000	0.126000	0.127000	625696	19161	9661709	0	0	-
counters1_DFS_lin	8	5	0.164000	0.164000	0.164000	0.174000	0.191000	625392	23535	13590073	0	0	-
counters1_DFS_lin	16	5	0.208000	0.208000	0.208000	0.220000	0.228000	625368	25206	17534897	0	0	-
counters1_DFS_lin	32	5	0.267000	0.267000	0.273000	0.278000	0.278000	625716	31268	24558400	0	0	-
counters1_DFS_lin	64	5	0.320000	0.329000	0.329000	0.329000	0.330000	626650	34757	29875988	0	0	-
counters1_DFS_lin	128	5	0.393000	0.402000	0.402000	0.402000	0.403000	628904	38716	39485263	0	0	-
counters1_DFS_lin	256	5	0.484000	0.484000	0.485000	0.485000	0.485000	628336	44599	51969621	0	0	-
counters1_DFS_lin	512	5	0.558000	0.558000	0.559000	0.559000	0.559000	628847	52058	61430100	0	0	-
counters1_DFS_lin	1024	5	0.615000	0.619000	0.621000	0.622000	0.622000	634672	56069	68736693	0	0	-
counters1_DFS_lin	2048	5	0.679000	0.680000	0.680000	0.680000	0.681000	637926	62745	75361419	0	0	-
counters1_DFS_lin	4096	5	0.735000	0.736000	0.736000	0.736000	0.736000	657862	66246	81591465	0	0	-
counters1_DFS_lin	8192	5	0.790000	0.790000	0.791000	0.791000	0.791000	3897434	58599	87406361	0	0	-
counters1_DFS_lin	16384	5	0.861000	0.861000	0.861000	0.862000	0.862000	39760298	54286	93466854	0	0	-
counters1_DFS_lin	32768	5	0.927000	0.928000	0.929000	0.929000	0.929000	65416160	322907	99293399	0	0	-
counters1_DFS_lin	65536	5	1.042000	1.042000	1.043000	1.043000	1.044000	86555926	12404574	109389873	0	0	-
counters1_DFS_lin	131072	5	1.304000	1.304000	1.308000	1.308000	1.308000	131122913	66492491	127011314	0	0	-
counters1_DFS_lin	262144	5	1.506000	1.507000	1.508000	1.508000	1.508000	187305689	140424129	136104518	0	0	-
counters1_DFS_lin	524288	5	1.668000	1.668000	1.669000	1.682000	1.682000	227437011	194285552	140887043	0	0	-
counters1_DFS_lin	1048576	5	2.519000	2.520000	2.520000	2.523000	2.525000	236422456	200648472	164439295	0	0	-
counters1_DFS_lin	2097152	5	3.793000	3.794000	3.795000	3.799000	3.805000	273658998	240133794	190843877	0	0	-
counters1_DFS_lin	4194304	5	5.739000	5.747000	5.748000	5.754000	5.757000	325636871	300975103	211693835	0	0	-
counters1_DFS_lin	8388608	5	6.568000	6.572000	6.585000	6.595000	6.598000	361830253	338476988	215843449	0	0	-
counters1_DFS_lin	16777216	5	7.374000	7.375000	7.383000	7.386000	7.387000	392741598	369776618	220700826	0	0	-
