Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_Btree_bs	1	5	0.120000	0.120000	0.120000	0.121000	0.134000	625322	19856	1488418	0	0	-
counters1_Btree_bs	2	5	0.176000	0.176000	0.176000	0.177000	0.190000	625373	24777	8152818	0	0	-
counters1_Btree_bs	4	5	0.188000	0.189000	0.189000	0.189000	0.199000	625460	24872	9885346	0	0	-
counters1_Btree_bs	8	5	0.214000	0.214000	0.215000	0.224000	0.224000	625397	26468	13270109	0	0	-
counters1_Btree_bs	16	5	0.277000	0.285000	0.285000	0.286000	0.298000	625625	31199	22520222	0	0	-
counters1_Btree_bs	32	5	0.411000	0.419000	0.420000	0.420000	0.420000	626183	40440	25422944	0	0	-
counters1_Btree_bs	64	5	0.461000	0.461000	0.468000	0.469000	0.470000	626477	43490	31593360	0	0	-
counters1_Btree_bs	128	5	0.500000	0.501000	0.501000	0.501000	0.501000	626115	48528	37172661	0	0	-
counters1_Btree_bs	256	5	0.534000	0.535000	0.535000	0.535000	0.535000	626315	50623	42180505	0	0	-
counters1_Btree_bs	512	5	0.715000	0.715000	0.715000	0.715000	0.715000	629236	64216	51708588	0	0	-
counters1_Btree_bs	1024	5	0.763000	0.764000	0.765000	0.765000	0.769000	632318	70267	58674585	0	0	-
counters1_Btree_bs	2048	5	0.796000	0.796000	0.796000	0.797000	0.798000	642281	71741	63295318	0	0	-
counters1_Btree_bs	4096	5	0.831000	0.832000	0.832000	0.832000	0.834000	705133	77178	68125746	0	0	-
counters1_Btree_bs	8192	5	1.011000	1.012000	1.012000	1.012000	1.012000	2486130	72233	77678737	0	0	-
counters1_Btree_bs	16384	5	1.040000	1.045000	1.050000	1.054000	1.054000	8340044	63105	82157630	0	0	-
counters1_Btree_bs	32768	5	1.087000	1.087000	1.088000	1.088000	1.090000	13167584	132255	86389333	0	0	-
counters1_Btree_bs	65536	5	1.160000	1.162000	1.164000	1.164000	1.171000	19066224	3173002	95106314	0	0	-
counters1_Btree_bs	131072	5	1.420000	1.423000	1.423000	1.424000	1.426000	27129667	11512404	110332526	0	0	-
counters1_Btree_bs	262144	5	1.536000	1.544000	1.565000	1.570000	1.585000	34224127	20187843	119357352	0	0	-
counters1_Btree_bs	524288	5	1.611000	1.628000	1.631000	1.634000	1.635000	40910280	26756752	125396209	0	0	-
counters1_Btree_bs	1048576	5	1.740000	1.741000	1.746000	1.748000	1.838000	49895056	35888778	133500502	0	0	-
counters1_Btree_bs	2097152	5	2.426000	2.430000	2.433000	2.434000	2.436000	60742389	46816628	146450221	0	0	-
counters1_Btree_bs	4194304	5	2.803000	2.804000	2.811000	2.813000	2.821000	70062428	56691095	158914279	0	0	-
counters1_Btree_bs	8388608	5	3.163000	3.165000	3.176000	3.177000	3.178000	80061526	66398667	171060972	0	0	-
counters1_Btree_bs	16777216	5	3.405000	3.408000	3.413000	3.417000	3.424000	90252719	76465265	182032552	0	0	-
