Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_Btree_lin	1	5	0.052000	0.052000	0.052000	0.065000	0.070000	625240	13772	2404250	0	0	-
counters1_Btree_lin	2	5	0.094000	0.095000	0.095000	0.095000	0.109000	625324	18173	7264766	0	0	-
counters1_Btree_lin	4	5	0.110000	0.110000	0.110000	0.123000	0.123000	625672	19261	8174035	0	0	-
counters1_Btree_lin	8	5	0.127000	0.127000	0.127000	0.127000	0.143000	625502	19419	8329795	0	0	-
counters1_Btree_lin	16	5	0.211000	0.214000	0.215000	0.224000	0.242000	625809	26070	12655907	0	0	-
counters1_Btree_lin	32	5	0.286000	0.286000	0.303000	0.319000	0.320000	626146	33358	13883059	0	0	-
counters1_Btree_lin	64	5	0.465000	0.466000	0.466000	0.466000	0.467000	626643	43999	13966163	0	0	-
counters1_Btree_lin	128	5	0.471000	0.488000	0.488000	0.488000	0.489000	627560	46244	18708833	0	0	-
counters1_Btree_lin	256	5	0.525000	0.542000	0.542000	0.543000	0.543000	629342	50256	22317874	0	0	-
counters1_Btree_lin	512	5	0.592000	0.608000	0.609000	0.609000	0.609000	631130	57523	30299378	0	0	-
counters1_Btree_lin	1024	5	0.668000	0.671000	0.671000	0.672000	0.672000	627631	60688	37192176	0	0	-
counters1_Btree_lin	2048	5	0.726000	0.728000	0.728000	0.728000	0.746000	631576	65890	34368174	0	0	-
counters1_Btree_lin	4096	5	0.863000	0.864000	0.865000	0.867000	0.885000	672068	70033	30859879	0	0	-
counters1_Btree_lin	8192	5	0.932000	0.933000	0.933000	0.933000	0.934000	3803165	63340	36341876	0	0	-
counters1_Btree_lin	16384	5	0.957000	0.958000	0.958000	0.959000	0.959000	19875679	58850	38550829	0	0	-
counters1_Btree_lin	32768	5	0.994000	0.994000	0.994000	0.994000	0.995000	28903405	106668	40426134	0	0	-
counters1_Btree_lin	65536	5	1.052000	1.053000	1.053000	1.054000	1.055000	33873771	3633695	42321515	0	0	-
counters1_Btree_lin	131072	5	1.212000	1.212000	1.212000	1.213000	1.213000	38898588	20028972	46590210	0	0	-
counters1_Btree_lin	262144	5	1.407000	1.407000	1.408000	1.408000	1.408000	48153211	29664191	48971814	0	0	-
counters1_Btree_lin	524288	5	1.479000	1.479000	1.487000	1.488000	1.490000	61191914	35637843	54768463	0	0	-
counters1_Btree_lin	1048576	5	1.733000	1.744000	1.752000	1.754000	1.754000	69362191	40999076	60329036	0	0	-
counters1_Btree_lin	2097152	5	2.496000	2.500000	2.506000	2.507000	2.526000	74396608	51218736	67118886	0	0	-
counters1_Btree_lin	4194304	5	2.886000	2.897000	2.899000	2.910000	2.910000	79445130	63772154	69479590	0	0	-
counters1_Btree_lin	8388608	5	3.181000	3.183000	3.183000	3.185000	3.186000	88101204	72183723	68964043	0	0	-
counters1_Btree_lin	16777216	5	3.483000	3.485000	3.485000	3.504000	3.513000	99488525	77408746	67336956	0	0	-
