Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_Btree_lin	1	5	0.055000	0.055000	0.055000	0.055000	0.087000	625353	14363	2328921	0	0	-
counters1_Btree_lin	2	5	0.099000	0.100000	0.100000	0.100000	0.100000	625309	17784	7270719	0	0	-
counters1_Btree_lin	4	5	0.116000	0.117000	0.118000	0.125000	0.129000	625383	19420	8674912	0	0	-
counters1_Btree_lin	8	5	0.131000	0.132000	0.136000	0.141000	0.141000	626099	19158	8452193	0	0	-
counters1_Btree_lin	16	5	0.176000	0.177000	0.178000	0.192000	0.194000	628412	23526	9370933	0	0	-
counters1_Btree_lin	32	5	0.242000	0.243000	0.243000	0.256000	0.257000	627918	28778	16925189	0	0	-
counters1_Btree_lin	64	5	0.272000	0.274000	0.284000	0.285000	0.285000	629557	33049	19925618	0	0	-
counters1_Btree_lin	128	5	0.307000	0.308000	0.314000	0.321000	0.322000	631669	37606	22913849	0	0	-
counters1_Btree_lin	256	5	0.340000	0.344000	0.347000	0.352000	0.353000	637216	38547	23747827	0	0	-
counters1_Btree_lin	512	5	0.422000	0.438000	0.438000	0.438000	0.461000	741397	66041	31648692	0	0	-
counters1_Btree_lin	1024	5	0.467000	0.482000	0.482000	0.483000	0.483000	902332	97659	36811974	0	0	-
counters1_Btree_lin	2048	5	0.509000	0.520000	0.524000	0.524000	0.539000	1008557	116721	40976115	0	0	-
counters1_Btree_lin	4096	5	0.556000	0.556000	0.557000	0.557000	0.583000	707468	54774	43849868	0	0	-
counters1_Btree_lin	8192	5	0.629000	0.629000	0.630000	0.630000	0.630000	5781092	578341	49330111	0	0	-
counters1_Btree_lin	16384	5	0.669000	0.670000	0.673000	0.674000	0.691000	10309253	73783	53422910	0	0	-
counters1_Btree_lin	32768	5	0.714000	0.718000	0.721000	0.722000	0.722000	17512906	404755	57363141	0	0	-
counters1_Btree_lin	65536	5	0.798000	0.798000	0.798000	0.798000	0.799000	24456781	4247457	62922734	0	0	-
counters1_Btree_lin	131072	5	0.963000	0.963000	0.964000	0.965000	0.965000	43747488	26722434	74916788	0	0	-
counters1_Btree_lin	262144	5	1.073000	1.073000	1.073000	1.074000	1.078000	52110597	35310221	81885249	0	0	-
counters1_Btree_lin	524288	5	1.164000	1.170000	1.176000	1.197000	1.203000	60822015	43364252	87007844	0	0	-
counters1_Btree_lin	1048576	5	1.412000	1.413000	1.413000	1.413000	1.415000	63596664	46112719	91399524	0	0	-
counters1_Btree_lin	2097152	5	1.917000	1.922000	1.924000	1.925000	1.926000	73305937	56640744	100828049	0	0	-
counters1_Btree_lin	4194304	5	2.285000	2.292000	2.294000	2.298000	2.301000	79845888	64281162	110371747	0	0	-
counters1_Btree_lin	8388608	5	2.646000	2.646000	2.647000	2.647000	2.650000	89825872	74161958	116919939	0	0	-
counters1_Btree_lin	16777216	5	2.929000	2.931000	2.931000	2.936000	2.936000	100811809	84754292	116864162	0	0	-
