Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_Btree_linrec	1	5	0.101000	0.101000	0.102000	0.108000	0.119000	625317	19027	5021911	0	0	-
counters1_Btree_linrec	2	5	0.095000	0.095000	0.095000	0.095000	0.102000	625284	17238	5620847	0	0	-
counters1_Btree_linrec	4	5	0.101000	0.101000	0.101000	0.102000	0.115000	625467	17638	6171770	0	0	-
counters1_Btree_linrec	8	5	0.154000	0.154000	0.154000	0.167000	0.167000	625509	22282	11695419	0	0	-
counters1_Btree_linrec	16	5	0.207000	0.207000	0.207000	0.222000	0.225000	625397	25173	13021605	0	0	-
counters1_Btree_linrec	32	5	0.298000	0.299000	0.299000	0.316000	0.324000	625492	32102	13013904	0	0	-
counters1_Btree_linrec	64	5	0.395000	0.395000	0.410000	0.411000	0.411000	627234	39233	17993855	0	0	-
counters1_Btree_linrec	128	5	0.422000	0.422000	0.423000	0.437000	0.437000	626978	43642	21695685	0	0	-
counters1_Btree_linrec	256	5	0.472000	0.472000	0.475000	0.476000	0.478000	626775	44834	25472400	0	0	-
counters1_Btree_linrec	512	5	0.525000	0.526000	0.526000	0.526000	0.526000	628393	48968	27543661	0	0	-
counters1_Btree_linrec	1024	5	0.602000	0.603000	0.604000	0.604000	0.612000	637579	51489	27065454	0	0	-
counters1_Btree_linrec	2048	5	0.759000	0.762000	0.762000	0.762000	0.762000	637770	65695	38698185	0	0	-
counters1_Btree_linrec	4096	5	0.807000	0.807000	0.808000	0.808000	0.820000	764564	68229	43607568	0	0	-
counters1_Btree_linrec	8192	5	0.852000	0.852000	0.852000	0.852000	0.853000	3774797	59183	46378373	0	0	-
counters1_Btree_linrec	16384	5	0.913000	0.913000	0.914000	0.915000	0.915000	14354250	64652	48802152	0	0	-
counters1_Btree_linrec	32768	5	0.983000	0.983000	0.983000	0.983000	0.984000	20609031	158284	47634386	0	0	-
counters1_Btree_linrec	65536	5	1.125000	1.130000	1.130000	1.133000	1.133000	25611815	4428388	54922556	0	0	-
counters1_Btree_linrec	131072	5	1.238000	1.242000	1.243000	1.248000	1.251000	32888553	14796027	60713848	0	0	-
counters1_Btree_linrec	262144	5	1.329000	1.330000	1.330000	1.331000	1.349000	40786684	21021189	63782720	0	0	-
counters1_Btree_linrec	524288	5	1.399000	1.399000	1.400000	1.401000	1.404000	47110056	26276138	67266412	0	0	-
counters1_Btree_linrec	1048576	5	1.638000	1.639000	1.640000	1.641000	1.641000	52419104	35053991	67371685	0	0	-
counters1_Btree_linrec	2097152	5	2.260000	2.261000	2.262000	2.262000	2.264000	60862027	45470548	74737596	0	0	-
counters1_Btree_linrec	4194304	5	2.578000	2.579000	2.607000	2.735000	2.805000	69811473	52169929	79416040	0	0	-
counters1_Btree_linrec	8388608	5	2.864000	2.935000	2.955000	2.955000	2.968000	76663655	57701863	81601582	0	0	-
counters1_Btree_linrec	16777216	5	3.265000	3.265000	3.268000	3.275000	3.278000	82544469	66094214	84765650	0	0	-
