Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_Btree_lin	1	5	0.044000	0.045000	0.046000	0.061000	0.067000	625387	14247	2526628	0	0	-
counters1_Btree_lin	2	5	0.086000	0.086000	0.086000	0.086000	0.097000	625259	16709	7265898	0	0	-
counters1_Btree_lin	4	5	0.101000	0.101000	0.104000	0.108000	0.113000	625473	18633	8513251	0	0	-
counters1_Btree_lin	8	5	0.133000	0.133000	0.134000	0.138000	0.140000	625622	20697	11131166	0	0	-
counters1_Btree_lin	16	5	0.164000	0.165000	0.165000	0.165000	0.194000	625458	22464	14004110	0	0	-
counters1_Btree_lin	32	5	0.216000	0.220000	0.223000	0.226000	0.226000	630419	26085	19227256	0	0	-
counters1_Btree_lin	64	5	0.283000	0.285000	0.294000	0.295000	0.303000	635138	31702	27079859	0	0	-
counters1_Btree_lin	128	5	0.338000	0.339000	0.346000	0.349000	0.358000	643074	37176	33010490	0	0	-
counters1_Btree_lin	256	5	0.386000	0.391000	0.396000	0.399000	0.402000	666818	40632	39512398	0	0	-
counters1_Btree_lin	512	5	0.431000	0.440000	0.441000	0.442000	0.446000	652198	45162	44704589	0	0	-
counters1_Btree_lin	1024	5	0.505000	0.508000	0.515000	0.515000	0.515000	865835	54951	52363891	0	0	-
counters1_Btree_lin	2048	5	0.534000	0.535000	0.542000	0.543000	0.543000	1921012	74335	56412326	0	0	-
counters1_Btree_lin	4096	5	0.590000	0.591000	0.591000	0.593000	0.597000	1669533	52058	61434584	0	0	-
counters1_Btree_lin	8192	5	0.640000	0.641000	0.642000	0.642000	0.646000	8882369	57149	67416170	0	0	-
counters1_Btree_lin	16384	5	0.698000	0.699000	0.699000	0.699000	0.708000	25055168	3237140	71894592	0	0	-
counters1_Btree_lin	32768	5	0.748000	0.758000	0.759000	0.759000	0.759000	28245524	4584968	78699220	0	0	-
counters1_Btree_lin	65536	5	0.809000	0.811000	0.817000	0.818000	0.822000	35621289	6712226	84573330	0	0	-
counters1_Btree_lin	131072	5	0.930000	0.941000	0.941000	0.941000	0.941000	47878466	18605330	96594508	0	0	-
counters1_Btree_lin	262144	5	1.026000	1.027000	1.030000	1.040000	1.040000	72945686	45472555	104664714	0	0	-
counters1_Btree_lin	524288	5	1.225000	1.229000	1.230000	1.231000	1.231000	92268601	64846180	114765178	0	0	-
counters1_Btree_lin	1048576	5	1.599000	1.603000	1.603000	1.607000	1.608000	104434747	78259757	133205572	0	0	-
counters1_Btree_lin	2097152	5	2.067000	2.069000	2.070000	2.080000	2.080000	125815990	100564070	150627403	0	0	-
counters1_Btree_lin	4194304	5	2.425000	2.426000	2.427000	2.429000	2.438000	140265658	115952727	168780866	0	0	-
counters1_Btree_lin	8388608	5	2.721000	2.727000	2.728000	2.731000	2.737000	145413854	120983513	181341420	0	0	-
counters1_Btree_lin	16777216	5	2.978000	2.985000	2.987000	2.988000	2.990000	161597297	136270074	192619890	0	0	-
