Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_Btree_bs	1	5	0.067000	0.067000	0.067000	0.075000	0.078000	625252	15169	1677278	0	0	-
counters1_Btree_bs	2	5	0.111000	0.112000	0.124000	0.124000	0.131000	625298	19737	7148013	0	0	-
counters1_Btree_bs	4	5	0.178000	0.178000	0.178000	0.178000	0.189000	625731	23701	9596156	0	0	-
counters1_Btree_bs	8	5	0.187000	0.187000	0.189000	0.194000	0.212000	625503	25248	10940228	0	0	-
counters1_Btree_bs	16	5	0.295000	0.297000	0.308000	0.312000	0.314000	626832	32615	17999143	0	0	-
counters1_Btree_bs	32	5	0.390000	0.392000	0.401000	0.401000	0.401000	627524	38970	23791408	0	0	-
counters1_Btree_bs	64	5	0.464000	0.472000	0.473000	0.473000	0.479000	626250	46373	33344499	0	0	-
counters1_Btree_bs	128	5	0.566000	0.572000	0.572000	0.572000	0.575000	625935	53789	41042688	0	0	-
counters1_Btree_bs	256	5	0.663000	0.664000	0.665000	0.665000	0.668000	626526	59489	46007337	0	0	-
counters1_Btree_bs	512	5	0.720000	0.720000	0.720000	0.720000	0.721000	626661	62625	52898489	0	0	-
counters1_Btree_bs	1024	5	0.808000	0.810000	0.810000	0.811000	0.820000	633013	72962	58098955	0	0	-
counters1_Btree_bs	2048	5	0.859000	0.860000	0.860000	0.860000	0.860000	641818	80505	63544346	0	0	-
counters1_Btree_bs	4096	5	0.952000	0.953000	0.955000	0.955000	0.956000	732941	79191	69269847	0	0	-
counters1_Btree_bs	8192	5	1.038000	1.038000	1.039000	1.039000	1.041000	2782241	70354	73877496	0	0	-
counters1_Btree_bs	16384	5	1.101000	1.104000	1.104000	1.106000	1.139000	11307847	72331	81756075	0	0	-
counters1_Btree_bs	32768	5	1.204000	1.205000	1.205000	1.206000	1.210000	20321039	115110	87480766	0	0	-
counters1_Btree_bs	65536	5	1.325000	1.325000	1.325000	1.325000	1.334000	28971122	4117689	93789458	0	0	-
counters1_Btree_bs	131072	5	1.419000	1.423000	1.424000	1.424000	1.424000	38168083	12379294	102911834	0	0	-
counters1_Btree_bs	262144	5	1.569000	1.569000	1.570000	1.570000	1.572000	48266930	23340167	111372290	0	0	-
counters1_Btree_bs	524288	5	1.646000	1.649000	1.649000	1.650000	1.651000	58332489	34398372	117110897	0	0	-
counters1_Btree_bs	1048576	5	1.925000	1.927000	1.927000	1.929000	1.930000	69663424	46133222	125890230	0	0	-
counters1_Btree_bs	2097152	5	2.656000	2.659000	2.661000	2.662000	2.673000	85747871	60353421	139746957	0	0	-
counters1_Btree_bs	4194304	5	3.097000	3.106000	3.110000	3.110000	3.129000	98525238	76705613	154674979	0	0	-
counters1_Btree_bs	8388608	5	3.468000	3.472000	3.518000	3.542000	3.543000	114034752	92326431	161721594	0	0	-
counters1_Btree_bs	16777216	5	3.858000	3.865000	3.868000	3.869000	3.879000	130166150	107839181	165240642	0	0	-
