Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_DFS_lin	1	5	0.078000	0.079000	0.079000	0.079000	0.092000	625296	16139	4775854	0	0	-
counters1_DFS_lin	2	5	0.090000	0.091000	0.091000	0.091000	0.121000	625248	17167	5412819	0	0	-
counters1_DFS_lin	4	5	0.109000	0.109000	0.109000	0.112000	0.118000	625254	17995	7303129	0	0	-
counters1_DFS_lin	8	5	0.140000	0.146000	0.146000	0.165000	0.166000	625605	20433	9645664	0	0	-
counters1_DFS_lin	16	5	0.176000	0.176000	0.177000	0.202000	0.204000	625430	23574	10989788	0	0	-
counters1_DFS_lin	32	5	0.229000	0.229000	0.229000	0.247000	0.258000	625452	28005	15103281	0	0	-
counters1_DFS_lin	64	5	0.271000	0.284000	0.284000	0.286000	0.286000	625553	32500	20349509	0	0	-
counters1_DFS_lin	128	5	0.310000	0.310000	0.320000	0.324000	0.324000	626225	34173	23312407	0	0	-
counters1_DFS_lin	256	5	0.353000	0.355000	0.356000	0.356000	0.380000	627629	36361	27425469	0	0	-
counters1_DFS_lin	512	5	0.405000	0.406000	0.406000	0.407000	0.409000	632237	41368	30057742	0	0	-
counters1_DFS_lin	1024	5	0.448000	0.449000	0.449000	0.449000	0.450000	643447	43345	35712412	0	0	-
counters1_DFS_lin	2048	5	0.492000	0.493000	0.493000	0.494000	0.519000	650772	51240	40481517	0	0	-
counters1_DFS_lin	4096	5	0.541000	0.542000	0.542000	0.542000	0.543000	697355	60777	44792008	0	0	-
counters1_DFS_lin	8192	5	0.585000	0.585000	0.586000	0.587000	0.588000	2410081	45478	45473438	0	0	-
counters1_DFS_lin	16384	5	0.641000	0.643000	0.645000	0.645000	0.645000	9902690	45540	52548179	0	0	-
counters1_DFS_lin	32768	5	0.696000	0.697000	0.697000	0.698000	0.701000	18208875	109923	57961931	0	0	-
counters1_DFS_lin	65536	5	0.778000	0.778000	0.779000	0.779000	0.779000	28076514	3931176	64099404	0	0	-
counters1_DFS_lin	131072	5	0.889000	0.891000	0.891000	0.891000	0.895000	37046485	14051954	66866973	0	0	-
counters1_DFS_lin	262144	5	1.011000	1.012000	1.013000	1.013000	1.013000	45044717	25941252	75696656	0	0	-
counters1_DFS_lin	524288	5	1.079000	1.080000	1.081000	1.081000	1.092000	52660700	34855059	82774647	0	0	-
counters1_DFS_lin	1048576	5	1.252000	1.256000	1.258000	1.259000	1.262000	61481048	44342149	87324374	0	0	-
counters1_DFS_lin	2097152	5	1.838000	1.838000	1.839000	1.839000	1.841000	67989322	53369068	87143531	0	0	-
counters1_DFS_lin	4194304	5	2.305000	2.308000	2.308000	2.317000	2.342000	76777049	61685352	95151900	0	0	-
counters1_DFS_lin	8388608	5	2.690000	2.691000	2.691000	2.697000	2.707000	86949740	70939165	102481616	0	0	-
counters1_DFS_lin	16777216	5	2.957000	2.961000	2.963000	2.964000	2.964000	95700683	79732738	106154441	0	0	-
