Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_Btree_linrec	1	5	0.142000	0.149000	0.149000	0.149000	0.150000	625382	20819	9223639	0	0	-
counters1_Btree_linrec	2	5	0.092000	0.093000	0.093000	0.093000	0.107000	625291	16928	5704587	0	0	-
counters1_Btree_linrec	4	5	0.086000	0.086000	0.086000	0.089000	0.100000	625261	17700	6120975	0	0	-
counters1_Btree_linrec	8	5	0.132000	0.133000	0.133000	0.133000	0.144000	625333	19750	11507472	0	0	-
counters1_Btree_linrec	16	5	0.164000	0.164000	0.164000	0.176000	0.177000	625870	22082	12229943	0	0	-
counters1_Btree_linrec	32	5	0.242000	0.242000	0.243000	0.255000	0.257000	625644	31250	15907126	0	0	-
counters1_Btree_linrec	64	5	0.268000	0.273000	0.276000	0.280000	0.300000	625739	34593	19286847	0	0	-
counters1_Btree_linrec	128	5	0.297000	0.297000	0.297000	0.309000	0.309000	627008	32421	22389112	0	0	-
counters1_Btree_linrec	256	5	0.340000	0.340000	0.340000	0.340000	0.356000	626716	35919	24644500	0	0	-
counters1_Btree_linrec	512	5	0.452000	0.454000	0.454000	0.454000	0.465000	645193	41422	34435659	0	0	-
counters1_Btree_linrec	1024	5	0.493000	0.494000	0.499000	0.499000	0.505000	652602	47191	39548352	0	0	-
counters1_Btree_linrec	2048	5	0.543000	0.543000	0.543000	0.543000	0.583000	660356	54077	44281377	0	0	-
counters1_Btree_linrec	4096	5	0.586000	0.587000	0.587000	0.588000	0.588000	762312	61404	47418173	0	0	-
counters1_Btree_linrec	8192	5	0.670000	0.670000	0.670000	0.670000	0.671000	3372694	257899	50991116	0	0	-
counters1_Btree_linrec	16384	5	0.715000	0.715000	0.715000	0.716000	0.716000	10590253	270913	55907107	0	0	-
counters1_Btree_linrec	32768	5	0.764000	0.764000	0.764000	0.764000	0.764000	17362747	587182	60197385	0	0	-
counters1_Btree_linrec	65536	5	0.841000	0.841000	0.842000	0.847000	0.851000	24469882	4709408	65280603	0	0	-
counters1_Btree_linrec	131072	5	1.017000	1.017000	1.017000	1.018000	1.028000	35350367	18190436	76265865	0	0	-
counters1_Btree_linrec	262144	5	1.094000	1.095000	1.096000	1.105000	1.114000	42003765	24219498	82802176	0	0	-
counters1_Btree_linrec	524288	5	1.155000	1.161000	1.162000	1.163000	1.197000	51481452	33615795	87769760	0	0	-
counters1_Btree_linrec	1048576	5	1.378000	1.382000	1.385000	1.387000	1.390000	59486977	42045289	92346780	0	0	-
counters1_Btree_linrec	2097152	5	1.971000	1.972000	1.974000	1.976000	1.981000	69283554	52112919	101182043	0	0	-
counters1_Btree_linrec	4194304	5	2.353000	2.366000	2.367000	2.372000	2.375000	77522075	61286347	108444556	0	0	-
counters1_Btree_linrec	8388608	5	2.708000	2.719000	2.721000	2.725000	2.733000	87604692	71490403	114088462	0	0	-
counters1_Btree_linrec	16777216	5	3.019000	3.019000	3.033000	3.036000	3.042000	98217048	81871126	117029164	0	0	-
