Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_Btree_lin	1	5	0.048000	0.049000	0.049000	0.064000	0.081000	625299	13898	2276902	0	0	-
counters1_Btree_lin	2	5	0.091000	0.091000	0.094000	0.102000	0.105000	625374	17616	7289347	0	0	-
counters1_Btree_lin	4	5	0.113000	0.113000	0.122000	0.124000	0.124000	625557	17689	8815791	0	0	-
counters1_Btree_lin	8	5	0.125000	0.126000	0.126000	0.136000	0.140000	625389	19679	8476648	0	0	-
counters1_Btree_lin	16	5	0.183000	0.197000	0.203000	0.204000	0.211000	626268	24734	13150699	0	0	-
counters1_Btree_lin	32	5	0.221000	0.227000	0.236000	0.240000	0.241000	627046	28891	18055283	0	0	-
counters1_Btree_lin	64	5	0.245000	0.248000	0.253000	0.273000	0.280000	627486	29307	19933200	0	0	-
counters1_Btree_lin	128	5	0.315000	0.316000	0.322000	0.322000	0.334000	651016	33374	27021246	0	0	-
counters1_Btree_lin	256	5	0.362000	0.374000	0.374000	0.385000	0.398000	682853	41510	32076994	0	0	-
counters1_Btree_lin	512	5	0.404000	0.409000	0.410000	0.426000	0.427000	681004	45024	36634521	0	0	-
counters1_Btree_lin	1024	5	0.468000	0.479000	0.479000	0.480000	0.484000	1008922	78753	42929796	0	0	-
counters1_Btree_lin	2048	5	0.525000	0.525000	0.526000	0.528000	0.531000	1916071	113199	47740421	0	0	-
counters1_Btree_lin	4096	5	0.564000	0.565000	0.569000	0.575000	0.616000	4979769	155688	51416820	0	0	-
counters1_Btree_lin	8192	5	0.621000	0.622000	0.622000	0.639000	0.645000	14019008	2383472	55507099	0	0	-
counters1_Btree_lin	16384	5	0.677000	0.677000	0.682000	0.689000	0.698000	16982691	1270536	61540739	0	0	-
counters1_Btree_lin	32768	5	0.723000	0.725000	0.725000	0.736000	0.761000	24389663	2782978	65142253	0	0	-
counters1_Btree_lin	65536	5	0.800000	0.810000	0.811000	0.816000	0.817000	34031297	9671149	70557747	0	0	-
counters1_Btree_lin	131072	5	0.931000	0.934000	0.935000	0.935000	0.940000	53952567	30785637	84168014	0	0	-
counters1_Btree_lin	262144	5	1.030000	1.030000	1.030000	1.034000	1.039000	64422500	41494959	91086265	0	0	-
counters1_Btree_lin	524288	5	1.225000	1.228000	1.232000	1.232000	1.234000	80482241	58266845	98199859	0	0	-
counters1_Btree_lin	1048576	5	1.370000	1.373000	1.430000	1.463000	1.466000	76748543	54081187	107192933	0	0	-
counters1_Btree_lin	2097152	5	1.969000	2.010000	2.026000	2.046000	2.107000	94042246	72143986	124565407	0	0	-
counters1_Btree_lin	4194304	5	2.332000	2.334000	2.334000	2.375000	2.388000	105804326	84172199	133647889	0	0	-
counters1_Btree_lin	8388608	5	2.633000	2.639000	2.639000	2.640000	2.640000	121867311	99731146	143638104	0	0	-
counters1_Btree_lin	16777216	5	2.958000	2.959000	2.961000	2.961000	2.963000	135541460	113621116	154275567	0	0	-
