Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters1_DFS_lin	1	5	0.074000	0.076000	0.076000	0.076000	0.090000	625228	15624	4775265	0	0	-
counters1_DFS_lin	2	5	0.088000	0.089000	0.089000	0.102000	0.103000	625253	17197	5442828	0	0	-
counters1_DFS_lin	4	5	0.107000	0.107000	0.108000	0.108000	0.116000	626186	18710	7284557	0	0	-
counters1_DFS_lin	8	5	0.134000	0.135000	0.135000	0.135000	0.148000	625303	21150	9605108	0	0	-
counters1_DFS_lin	16	5	0.205000	0.205000	0.213000	0.214000	0.225000	625826	30828	15736342	0	0	-
counters1_DFS_lin	32	5	0.230000	0.234000	0.239000	0.241000	0.250000	627106	28194	19397617	0	0	-
counters1_DFS_lin	64	5	0.260000	0.265000	0.267000	0.274000	0.287000	627757	30668	21033715	0	0	-
counters1_DFS_lin	128	5	0.325000	0.325000	0.332000	0.338000	0.339000	628240	36224	26641127	0	0	-
counters1_DFS_lin	256	5	0.365000	0.367000	0.368000	0.372000	0.386000	628045	38937	31861435	0	0	-
counters1_DFS_lin	512	5	0.405000	0.406000	0.408000	0.409000	0.419000	634899	38804	36287158	0	0	-
counters1_DFS_lin	1024	5	0.465000	0.465000	0.467000	0.467000	0.481000	635658	43887	40623107	0	0	-
counters1_DFS_lin	2048	5	0.508000	0.508000	0.511000	0.512000	0.514000	633972	49549	45860661	0	0	-
counters1_DFS_lin	4096	5	0.541000	0.542000	0.546000	0.548000	0.548000	663177	51057	49839354	0	0	-
counters1_DFS_lin	8192	5	0.594000	0.600000	0.601000	0.603000	0.603000	2406439	44403	52887297	0	0	-
counters1_DFS_lin	16384	5	0.659000	0.664000	0.664000	0.665000	0.677000	13218661	84280	61839217	0	0	-
counters1_DFS_lin	32768	5	0.716000	0.716000	0.717000	0.717000	0.718000	24361693	209498	68310157	0	0	-
counters1_DFS_lin	65536	5	0.800000	0.801000	0.801000	0.802000	0.817000	35054470	3927601	73717739	0	0	-
counters1_DFS_lin	131072	5	0.934000	0.937000	0.943000	0.945000	0.952000	49119110	19492079	86355199	0	0	-
counters1_DFS_lin	262144	5	1.051000	1.052000	1.055000	1.055000	1.055000	61726858	35905131	93602544	0	0	-
counters1_DFS_lin	524288	5	1.121000	1.121000	1.123000	1.125000	1.125000	74448660	51229923	97587978	0	0	-
counters1_DFS_lin	1048576	5	1.319000	1.322000	1.334000	1.337000	1.338000	89087111	66028999	105393018	0	0	-
counters1_DFS_lin	2097152	5	1.978000	1.981000	1.987000	1.987000	1.994000	103702030	80930664	121341924	0	0	-
counters1_DFS_lin	4194304	5	2.445000	2.451000	2.455000	2.457000	2.461000	116914260	95750576	125451381	0	0	-
counters1_DFS_lin	8388608	5	2.822000	2.825000	2.825000	2.825000	2.852000	129279707	109708798	132872667	0	0	-
counters1_DFS_lin	16777216	5	3.170000	3.172000	3.174000	3.176000	3.179000	144480951	124754219	138926932	0	0	-
