Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters2_Btree_lin	1	5	0.045000	0.046000	0.053000	0.068000	0.069000	0	0	0	17	259266900	-
counters2_Btree_lin	2	5	0.081000	0.081000	0.082000	0.085000	0.091000	0	0	0	19	273645029	-
counters2_Btree_lin	4	5	0.107000	0.107000	0.108000	0.108000	0.111000	0	0	0	15	395219054	-
counters2_Btree_lin	8	5	0.117000	0.117000	0.119000	0.120000	0.130000	0	0	0	16	429551302	-
counters2_Btree_lin	16	5	0.162000	0.162000	0.165000	0.170000	0.175000	0	0	0	13	548811732	-
counters2_Btree_lin	32	5	0.207000	0.208000	0.208000	0.209000	0.219000	0	0	0	14	653730709	-
counters2_Btree_lin	64	5	0.246000	0.250000	0.250000	0.258000	0.260000	0	0	0	15	681276701	-
counters2_Btree_lin	128	5	0.322000	0.323000	0.324000	0.331000	0.332000	0	0	0	16	795108784	-
counters2_Btree_lin	256	5	0.387000	0.388000	0.389000	0.396000	0.406000	0	0	0	16	927890575	-
counters2_Btree_lin	512	5	0.440000	0.443000	0.443000	0.443000	0.443000	0	0	0	17	949629426	-
counters2_Btree_lin	1024	5	0.499000	0.505000	0.505000	0.505000	0.505000	0	0	0	17	1070343568	-
counters2_Btree_lin	2048	5	0.549000	0.549000	0.550000	0.550000	0.550000	0	0	0	17	1098150088	-
counters2_Btree_lin	4096	5	0.607000	0.611000	0.611000	0.611000	0.620000	0	0	0	15	1223923004	-
counters2_Btree_lin	8192	5	0.670000	0.671000	0.671000	0.671000	0.671000	0	0	0	17	1340123989	-
counters2_Btree_lin	16384	5	0.714000	0.714000	0.714000	0.714000	0.715000	0	0	0	15	1366054045	-
counters2_Btree_lin	32768	5	0.768000	0.778000	0.778000	0.778000	0.778000	0	0	0	16	1492053238	-
counters2_Btree_lin	65536	5	0.860000	0.865000	0.866000	0.866000	0.866000	0	0	0	14	1610661032	-
counters2_Btree_lin	131072	5	0.937000	0.938000	0.949000	0.950000	0.950000	0	0	0	18	1636806021	-
counters2_Btree_lin	262144	5	1.056000	1.063000	1.066000	1.066000	1.066000	0	0	0	22	1755866377	-
counters2_Btree_lin	524288	5	1.203000	1.210000	1.211000	1.215000	1.216000	0	0	0	38	1785490422	-
counters2_Btree_lin	1048576	5	1.663000	1.665000	1.667000	1.667000	1.674000	0	0	0	47	1910240798	-
counters2_Btree_lin	2097152	5	2.177000	2.183000	2.187000	2.193000	2.197000	0	0	0	23	2025478950	-
counters2_Btree_lin	4194304	5	2.512000	2.514000	2.521000	2.524000	2.529000	0	0	0	37	2052700456	-
counters2_Btree_lin	8388608	5	2.717000	2.720000	2.725000	2.732000	2.744000	0	0	0	22	2175433333	-
counters2_Btree_lin	16777216	5	3.158000	3.159000	3.205000	3.233000	3.299000	0	0	0	41	2293896981	-
