Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters2_DFS_lin	1	5	0.071000	0.071000	0.071000	0.071000	0.084000	0	0	0	14	295166793	-
counters2_DFS_lin	2	5	0.076000	0.077000	0.077000	0.092000	0.106000	0	0	0	15	331283064	-
counters2_DFS_lin	4	5	0.132000	0.132000	0.137000	0.143000	0.144000	0	0	0	20	509823487	-
counters2_DFS_lin	8	5	0.172000	0.172000	0.172000	0.184000	0.185000	0	0	0	17	532594973	-
counters2_DFS_lin	16	5	0.242000	0.242000	0.243000	0.254000	0.254000	0	0	0	17	705664733	-
counters2_DFS_lin	32	5	0.294000	0.294000	0.305000	0.318000	0.328000	0	0	0	20	865014421	-
counters2_DFS_lin	64	5	0.324000	0.327000	0.332000	0.334000	0.348000	0	0	0	18	935786580	-
counters2_DFS_lin	128	5	0.398000	0.398000	0.404000	0.414000	0.414000	0	0	0	15	1105880174	-
counters2_DFS_lin	256	5	0.477000	0.483000	0.484000	0.485000	0.485000	0	0	0	18	1272586390	-
counters2_DFS_lin	512	5	0.486000	0.486000	0.487000	0.487000	0.492000	0	0	0	17	1339129024	-
counters2_DFS_lin	1024	5	0.565000	0.566000	0.570000	0.573000	0.573000	0	0	0	15	1494707206	-
counters2_DFS_lin	2048	5	0.577000	0.578000	0.578000	0.578000	0.591000	0	0	0	13	1556398256	-
counters2_DFS_lin	4096	5	0.652000	0.653000	0.655000	0.657000	0.658000	0	0	0	18	1740370543	-
counters2_DFS_lin	8192	5	0.751000	0.753000	0.753000	0.754000	0.754000	0	0	0	17	1905783702	-
counters2_DFS_lin	16384	5	0.788000	0.792000	0.793000	0.795000	0.798000	0	0	0	18	1958652465	-
counters2_DFS_lin	32768	5	0.890000	0.891000	0.894000	0.897000	0.897000	0	0	0	16	2144455667	-
counters2_DFS_lin	65536	5	1.015000	1.017000	1.019000	1.021000	1.021000	0	0	0	19	2312337928	-
counters2_DFS_lin	131072	5	1.104000	1.115000	1.117000	1.118000	1.121000	0	0	0	16	2367857647	-
counters2_DFS_lin	262144	5	1.282000	1.282000	1.285000	1.285000	1.286000	0	0	0	28	2537483129	-
counters2_DFS_lin	524288	5	1.305000	1.310000	1.313000	1.313000	1.313000	0	0	0	18	2597716281	-
counters2_DFS_lin	1048576	5	1.539000	1.548000	1.548000	1.574000	1.583000	0	0	0	17	2781788015	-
counters2_DFS_lin	2097152	5	2.322000	2.332000	2.333000	2.343000	2.346000	0	0	0	27	2942704355	-
counters2_DFS_lin	4194304	5	2.860000	2.865000	2.865000	2.872000	2.886000	0	0	0	25	3000045323	-
counters2_DFS_lin	8388608	5	3.416000	3.416000	3.417000	3.419000	3.429000	0	0	0	23	3179141874	-
counters2_DFS_lin	16777216	5	3.843000	3.857000	3.864000	3.870000	3.876000	0	0	0	38	3346011745	-
