Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters2_Btree_bs	1	5	0.067000	0.067000	0.067000	0.075000	0.078000	0	0	0	16	475467868	-
counters2_Btree_bs	2	5	0.111000	0.112000	0.112000	0.123000	0.124000	0	0	0	17	450087319	-
counters2_Btree_bs	4	5	0.177000	0.178000	0.178000	0.178000	0.189000	0	0	0	17	764821044	-
counters2_Btree_bs	8	5	0.187000	0.187000	0.187000	0.190000	0.214000	0	0	0	17	773238686	-
counters2_Btree_bs	16	5	0.299000	0.299000	0.303000	0.304000	0.306000	0	0	0	18	1104229931	-
counters2_Btree_bs	32	5	0.390000	0.398000	0.400000	0.400000	0.400000	0	0	0	20	1417622189	-
counters2_Btree_bs	64	5	0.465000	0.470000	0.471000	0.471000	0.472000	0	0	0	18	1447130228	-
counters2_Btree_bs	128	5	0.571000	0.572000	0.572000	0.572000	0.573000	0	0	0	17	1753959117	-
counters2_Btree_bs	256	5	0.661000	0.664000	0.664000	0.665000	0.665000	0	0	0	12	2082737421	-
counters2_Btree_bs	512	5	0.718000	0.720000	0.720000	0.720000	0.721000	0	0	0	16	2134541745	-
counters2_Btree_bs	1024	5	0.807000	0.809000	0.810000	0.810000	0.811000	0	0	0	19	2431947150	-
counters2_Btree_bs	2048	5	0.856000	0.857000	0.860000	0.860000	0.860000	0	0	0	16	2485927711	-
counters2_Btree_bs	4096	5	0.954000	0.954000	0.955000	0.955000	0.955000	0	0	0	16	2804814095	-
counters2_Btree_bs	8192	5	1.037000	1.038000	1.038000	1.038000	1.039000	0	0	0	16	3102124414	-
counters2_Btree_bs	16384	5	1.102000	1.103000	1.103000	1.103000	1.104000	0	0	0	18	3153026068	-
counters2_Btree_bs	32768	5	1.204000	1.205000	1.206000	1.206000	1.206000	0	0	0	19	3478279596	-
counters2_Btree_bs	65536	5	1.318000	1.318000	1.320000	1.320000	1.344000	0	0	0	18	3777149365	-
counters2_Btree_bs	131072	5	1.441000	1.441000	1.442000	1.442000	1.442000	0	0	0	18	3830347248	-
counters2_Btree_bs	262144	5	1.601000	1.602000	1.602000	1.603000	1.603000	0	0	0	20	4137670541	-
counters2_Btree_bs	524288	5	1.637000	1.645000	1.647000	1.648000	1.650000	0	0	0	17	4187932690	-
counters2_Btree_bs	1048576	5	1.954000	1.957000	1.959000	1.964000	1.977000	0	0	0	20	4512702234	-
counters2_Btree_bs	2097152	5	2.640000	2.654000	2.656000	2.657000	2.657000	0	0	0	1710	4807973604	-
counters2_Btree_bs	4194304	5	3.159000	3.163000	3.163000	3.179000	3.185000	0	0	0	43	4860644739	-
counters2_Btree_bs	8388608	5	3.519000	3.520000	3.524000	3.524000	3.524000	0	0	0	21	5178573808	-
counters2_Btree_bs	16777216	5	3.982000	3.982000	3.986000	3.988000	3.993000	0	0	0	23	5478754352	-
