Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters2_Btree_linrec	1	5	0.100000	0.100000	0.101000	0.116000	0.128000	0	0	0	18	434750903	-
counters2_Btree_linrec	2	5	0.111000	0.111000	0.111000	0.111000	0.113000	0	0	0	17	370278860	-
counters2_Btree_linrec	4	5	0.088000	0.089000	0.089000	0.091000	0.101000	0	0	0	20	284697994	-
counters2_Btree_linrec	8	5	0.137000	0.138000	0.138000	0.146000	0.149000	0	0	0	19	374296171	-
counters2_Btree_linrec	16	5	0.204000	0.205000	0.205000	0.215000	0.215000	0	0	0	20	687536058	-
counters2_Btree_linrec	32	5	0.220000	0.220000	0.223000	0.229000	0.232000	0	0	0	28	737238321	-
counters2_Btree_linrec	64	5	0.250000	0.255000	0.257000	0.265000	0.278000	0	0	0	21	800058505	-
counters2_Btree_linrec	128	5	0.344000	0.344000	0.350000	0.357000	0.357000	0	0	0	20	1113536355	-
counters2_Btree_linrec	256	5	0.384000	0.385000	0.385000	0.394000	0.396000	0	0	0	15	1147754041	-
counters2_Btree_linrec	512	5	0.415000	0.415000	0.416000	0.416000	0.416000	0	0	0	15	1225139314	-
counters2_Btree_linrec	1024	5	0.503000	0.504000	0.504000	0.504000	0.505000	0	0	0	15	1553693807	-
counters2_Btree_linrec	2048	5	0.548000	0.549000	0.549000	0.550000	0.558000	0	0	0	19	1599460798	-
counters2_Btree_linrec	4096	5	0.587000	0.588000	0.588000	0.588000	0.588000	0	0	0	19	1658446916	-
counters2_Btree_linrec	8192	5	0.688000	0.689000	0.689000	0.690000	0.695000	0	0	0	30	1997190090	-
counters2_Btree_linrec	16384	5	0.742000	0.742000	0.743000	0.743000	0.748000	0	0	0	25	2031956492	-
counters2_Btree_linrec	32768	5	0.784000	0.784000	0.785000	0.785000	0.787000	0	0	0	25	2104012582	-
counters2_Btree_linrec	65536	5	0.919000	0.920000	0.922000	0.922000	0.923000	0	0	0	100	2463540009	-
counters2_Btree_linrec	131072	5	1.031000	1.032000	1.033000	1.033000	1.034000	0	0	0	117	2483386846	-
counters2_Btree_linrec	262144	5	1.124000	1.124000	1.124000	1.127000	1.127000	0	0	0	135	2534482757	-
counters2_Btree_linrec	524288	5	1.261000	1.264000	1.264000	1.264000	1.265000	0	0	0	860	2624931988	-
counters2_Btree_linrec	1048576	5	1.598000	1.600000	1.600000	1.600000	1.602000	0	0	0	1064	2940950911	-
counters2_Btree_linrec	2097152	5	2.009000	2.013000	2.013000	2.014000	2.016000	0	0	0	26	2983255585	-
counters2_Btree_linrec	4194304	5	2.455000	2.456000	2.461000	2.475000	2.510000	0	0	0	26	3064943781	-
counters2_Btree_linrec	8388608	5	2.818000	2.823000	2.823000	2.824000	2.824000	0	0	0	23	3371280442	-
counters2_Btree_linrec	16777216	5	3.173000	3.175000	3.175000	3.176000	3.191000	0	0	0	21	3412888007	-
