Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters2_Btree_bs	1	5	0.142000	0.142000	0.143000	0.143000	0.160000	0	0	0	18	901321495	-
counters2_Btree_bs	2	5	0.198000	0.198000	0.202000	0.203000	0.205000	0	0	0	18	903245574	-
counters2_Btree_bs	4	5	0.211000	0.213000	0.215000	0.219000	0.221000	0	0	0	18	901986342	-
counters2_Btree_bs	8	5	0.236000	0.236000	0.236000	0.244000	0.244000	0	0	0	17	893377620	-
counters2_Btree_bs	16	5	0.278000	0.279000	0.281000	0.298000	0.299000	0	0	0	21	891901985	-
counters2_Btree_bs	32	5	0.323000	0.325000	0.331000	0.332000	0.333000	0	0	0	19	897550264	-
counters2_Btree_bs	64	5	0.488000	0.492000	0.499000	0.500000	0.507000	0	0	0	17	1684769274	-
counters2_Btree_bs	128	5	0.537000	0.537000	0.538000	0.538000	0.548000	0	0	0	19	1679548991	-
counters2_Btree_bs	256	5	0.572000	0.572000	0.573000	0.573000	0.582000	0	0	0	16	1674434677	-
counters2_Btree_bs	512	5	0.610000	0.611000	0.611000	0.612000	0.613000	0	0	0	19	1674264588	-
counters2_Btree_bs	1024	5	0.647000	0.651000	0.651000	0.653000	0.658000	0	0	0	15	1667327376	-
counters2_Btree_bs	2048	5	0.836000	0.836000	0.837000	0.839000	0.840000	0	0	0	17	2465291970	-
counters2_Btree_bs	4096	5	0.878000	0.881000	0.882000	0.882000	0.882000	0	0	0	19	2462394964	-
counters2_Btree_bs	8192	5	0.921000	0.921000	0.921000	0.921000	0.922000	0	0	0	16	2457701832	-
counters2_Btree_bs	16384	5	0.960000	0.963000	0.963000	0.964000	0.964000	0	0	0	17	2453719972	-
counters2_Btree_bs	32768	5	0.999000	1.001000	1.002000	1.002000	1.006000	0	0	0	17	2448876483	-
counters2_Btree_bs	65536	5	1.248000	1.249000	1.249000	1.249000	1.250000	0	0	0	17	3247646291	-
counters2_Btree_bs	131072	5	1.357000	1.360000	1.362000	1.365000	1.365000	0	0	0	18	3244391101	-
counters2_Btree_bs	262144	5	1.432000	1.432000	1.438000	1.438000	1.438000	0	0	0	25	3240163819	-
counters2_Btree_bs	524288	5	1.479000	1.485000	1.487000	1.488000	1.489000	0	0	0	20	3235251229	-
counters2_Btree_bs	1048576	5	1.684000	1.685000	1.687000	1.690000	1.692000	0	0	0	17	3230436299	-
counters2_Btree_bs	2097152	5	2.381000	2.383000	2.384000	2.396000	2.397000	0	0	0	20	4029238009	-
counters2_Btree_bs	4194304	5	2.663000	2.666000	2.669000	2.671000	2.677000	0	0	0	19	4025881769	-
counters2_Btree_bs	8388608	5	2.899000	2.902000	2.903000	2.913000	2.913000	0	0	0	17	4021728668	-
counters2_Btree_bs	16777216	5	3.229000	3.233000	3.236000	3.241000	3.243000	0	0	0	19	4016541921	-
