Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters2_bs	1	5	0.059000	0.059000	0.059000	0.059000	0.070000	0	0	0	17	195894295	-
counters2_bs	2	5	0.068000	0.068000	0.071000	0.076000	0.082000	0	0	0	18	248848674	-
counters2_bs	4	5	0.121000	0.121000	0.121000	0.130000	0.130000	0	0	0	17	294284263	-
counters2_bs	8	5	0.163000	0.163000	0.163000	0.163000	0.172000	0	0	0	19	388255486	-
counters2_bs	16	5	0.215000	0.216000	0.217000	0.225000	0.225000	0	0	0	17	463310982	-
counters2_bs	32	5	0.239000	0.239000	0.239000	0.247000	0.247000	0	0	0	16	540881276	-
counters2_bs	64	5	0.287000	0.288000	0.291000	0.297000	0.298000	0	0	0	17	620895764	-
counters2_bs	128	5	0.340000	0.342000	0.346000	0.348000	0.349000	0	0	0	20	704955205	-
counters2_bs	256	5	0.385000	0.386000	0.387000	0.387000	0.403000	0	0	0	15	789483823	-
counters2_bs	512	5	0.447000	0.447000	0.448000	0.448000	0.449000	0	0	0	21	875365724	-
counters2_bs	1024	5	0.506000	0.507000	0.507000	0.507000	0.508000	0	0	0	16	959931393	-
counters2_bs	2048	5	0.550000	0.554000	0.554000	0.555000	0.556000	0	0	0	14	1044724795	-
counters2_bs	4096	5	0.603000	0.603000	0.603000	0.604000	0.605000	0	0	0	16	1130402771	-
counters2_bs	8192	5	0.653000	0.654000	0.655000	0.655000	0.656000	0	0	0	17	1215307594	-
counters2_bs	16384	5	0.747000	0.747000	0.748000	0.749000	0.749000	0	0	0	15	1300102107	-
counters2_bs	32768	5	0.826000	0.826000	0.827000	0.827000	0.828000	0	0	0	15	1384902087	-
counters2_bs	65536	5	1.006000	1.006000	1.007000	1.007000	1.012000	0	0	0	41	1469797279	-
counters2_bs	131072	5	1.302000	1.305000	1.306000	1.306000	1.306000	0	0	0	136	1554965087	-
counters2_bs	262144	5	1.595000	1.596000	1.596000	1.596000	1.597000	0	0	0	212	1640087083	-
counters2_bs	524288	5	1.901000	1.908000	1.908000	1.908000	1.918000	0	0	0	1595	1725010105	-
counters2_bs	1048576	5	2.130000	2.132000	2.138000	2.144000	2.195000	0	0	0	224	1809951002	-
counters2_bs	2097152	5	4.477000	4.478000	4.480000	4.494000	4.497000	0	0	0	3318	1894949735	-
counters2_bs	4194304	5	6.634000	6.640000	6.647000	6.649000	6.659000	0	0	0	5508	1979923666	-
counters2_bs	8388608	5	8.010000	8.013000	8.015000	8.015000	8.018000	0	0	0	1442	2064817258	-
counters2_bs	16777216	5	9.398000	9.399000	9.400000	9.402000	9.424000	0	0	0	752	2149628381	-
