Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters2_Btree_lin	1	5	0.048000	0.049000	0.054000	0.058000	0.062000	0	0	0	16	261120212	-
counters2_Btree_lin	2	5	0.091000	0.091000	0.091000	0.104000	0.106000	0	0	0	17	297258756	-
counters2_Btree_lin	4	5	0.112000	0.112000	0.112000	0.112000	0.125000	0	0	0	19	358029918	-
counters2_Btree_lin	8	5	0.124000	0.125000	0.126000	0.126000	0.139000	0	0	0	18	472709222	-
counters2_Btree_lin	16	5	0.184000	0.184000	0.184000	0.193000	0.198000	0	0	0	15	651166333	-
counters2_Btree_lin	32	5	0.221000	0.222000	0.222000	0.233000	0.233000	0	0	0	16	650024375	-
counters2_Btree_lin	64	5	0.247000	0.247000	0.259000	0.259000	0.259000	0	0	0	19	739596929	-
counters2_Btree_lin	128	5	0.310000	0.310000	0.322000	0.322000	0.322000	0	0	0	18	853426320	-
counters2_Btree_lin	256	5	0.361000	0.363000	0.363000	0.374000	0.374000	0	0	0	16	963186794	-
counters2_Btree_lin	512	5	0.404000	0.404000	0.404000	0.404000	0.404000	0	0	0	17	1034868948	-
counters2_Btree_lin	1024	5	0.466000	0.468000	0.468000	0.468000	0.469000	0	0	0	16	1195879119	-
counters2_Btree_lin	2048	5	0.514000	0.514000	0.514000	0.515000	0.526000	0	0	0	18	1268100614	-
counters2_Btree_lin	4096	5	0.553000	0.553000	0.554000	0.554000	0.554000	0	0	0	17	1350404960	-
counters2_Btree_lin	8192	5	0.611000	0.611000	0.612000	0.615000	0.619000	0	0	0	20	1519408267	-
counters2_Btree_lin	16384	5	0.666000	0.667000	0.667000	0.667000	0.667000	0	0	0	29	1573015450	-
counters2_Btree_lin	32768	5	0.706000	0.712000	0.715000	0.715000	0.715000	0	0	0	24	1667352220	-
counters2_Btree_lin	65536	5	0.812000	0.816000	0.816000	0.828000	0.833000	0	0	0	21	1855781583	-
counters2_Btree_lin	131072	5	0.932000	0.932000	0.932000	0.932000	0.932000	0	0	0	33	1893244012	-
counters2_Btree_lin	262144	5	1.027000	1.035000	1.035000	1.039000	1.045000	0	0	0	59	1965718413	-
counters2_Btree_lin	524288	5	1.180000	1.180000	1.203000	1.205000	1.208000	0	0	0	27	2084131844	-
counters2_Btree_lin	1048576	5	1.367000	1.377000	1.378000	1.379000	1.379000	0	0	0	21	2223199648	-
counters2_Btree_lin	2097152	5	1.904000	1.908000	1.909000	1.910000	1.910000	0	0	0	99	2284957466	-
counters2_Btree_lin	4194304	5	2.304000	2.321000	2.323000	2.329000	2.331000	0	0	0	20	2392020276	-
counters2_Btree_lin	8388608	5	2.660000	2.661000	2.661000	2.662000	2.664000	0	0	0	21	2524201724	-
counters2_Btree_lin	16777216	5	3.006000	3.006000	3.006000	3.007000	3.008000	0	0	0	27	2583813201	-
