Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
counters2_Btree_lin	1	5	0.044000	0.044000	0.044000	0.057000	0.060000	0	0	0	16	195560270	-
counters2_Btree_lin	2	5	0.064000	0.064000	0.064000	0.064000	0.076000	0	0	0	15	204187149	-
counters2_Btree_lin	4	5	0.099000	0.099000	0.099000	0.112000	0.129000	0	0	0	14	288704582	-
counters2_Btree_lin	8	5	0.128000	0.129000	0.129000	0.129000	0.140000	0	0	0	16	381756865	-
counters2_Btree_lin	16	5	0.163000	0.163000	0.164000	0.172000	0.186000	0	0	0	19	478872594	-
counters2_Btree_lin	32	5	0.228000	0.238000	0.246000	0.254000	0.259000	0	0	0	21	552091760	-
counters2_Btree_lin	64	5	0.313000	0.314000	0.314000	0.317000	0.341000	0	0	0	26	637632569	-
counters2_Btree_lin	128	5	0.372000	0.375000	0.384000	0.385000	0.392000	0	0	0	23	711015099	-
counters2_Btree_lin	256	5	0.449000	0.449000	0.450000	0.452000	0.454000	0	0	0	17	801515243	-
counters2_Btree_lin	512	5	0.495000	0.503000	0.503000	0.504000	0.510000	0	0	0	17	885106958	-
counters2_Btree_lin	1024	5	0.549000	0.551000	0.552000	0.553000	0.562000	0	0	0	20	971400790	-
counters2_Btree_lin	2048	5	0.598000	0.599000	0.599000	0.600000	0.608000	0	0	0	21	1052417078	-
counters2_Btree_lin	4096	5	0.649000	0.649000	0.649000	0.649000	0.649000	0	0	0	20	1140500903	-
counters2_Btree_lin	8192	5	0.691000	0.692000	0.699000	0.699000	0.699000	0	0	0	20	1226069704	-
counters2_Btree_lin	16384	5	0.746000	0.747000	0.748000	0.748000	0.748000	0	0	0	17	1310483748	-
counters2_Btree_lin	32768	5	0.807000	0.808000	0.808000	0.808000	0.808000	0	0	0	17	1395026657	-
counters2_Btree_lin	65536	5	0.870000	0.876000	0.876000	0.876000	0.876000	0	0	0	20	1479783099	-
counters2_Btree_lin	131072	5	0.995000	0.995000	0.995000	0.995000	0.995000	0	0	0	20	1565169673	-
counters2_Btree_lin	262144	5	1.090000	1.090000	1.090000	1.090000	1.090000	0	0	0	26	1649902148	-
counters2_Btree_lin	524288	5	1.178000	1.178000	1.179000	1.179000	1.179000	0	0	0	24	1734849979	-
counters2_Btree_lin	1048576	5	1.578000	1.579000	1.586000	1.591000	1.592000	0	0	0	20	1819950817	-
counters2_Btree_lin	2097152	5	2.032000	2.032000	2.033000	2.033000	2.042000	0	0	0	23	1905023751	-
counters2_Btree_lin	4194304	5	2.422000	2.424000	2.426000	2.429000	2.452000	0	0	0	68	1989842236	-
counters2_Btree_lin	8388608	5	2.707000	2.709000	2.710000	2.711000	2.713000	0	0	0	70	2074766889	-
counters2_Btree_lin	16777216	5	2.979000	2.987000	2.991000	2.992000	2.993000	0	0	0	69	2159549760	-
