Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_Btree_lin	1	5	0.101000	0.101000	0.101000	0.125000	0.132000	625350	19274	2362136	0	0	1.370663
comps_Btree_lin	2	5	0.163000	0.165000	0.165000	0.168000	0.175000	625421	22239	7275068	0	0	2.485353
comps_Btree_lin	4	5	0.208000	0.209000	0.222000	0.225000	0.253000	626937	27818	7854673	0	0	4.529856
comps_Btree_lin	8	5	0.320000	0.339000	0.346000	0.350000	0.351000	626351	34578	11317969	0	0	8.916233
comps_Btree_lin	16	5	0.582000	0.584000	0.585000	0.585000	0.586000	627132	54475	11398671	0	0	20.783127
comps_Btree_lin	32	5	0.850000	0.850000	0.850000	0.869000	0.872000	626396	65667	11840433	0	0	34.316078
comps_Btree_lin	64	5	0.951000	0.952000	0.952000	0.952000	0.952000	626076	69553	16554168	0	0	36.168433
comps_Btree_lin	128	5	1.008000	1.008000	1.013000	1.013000	1.025000	626379	68941	26756222	0	0	35.512572
comps_Btree_lin	256	5	1.128000	1.128000	1.128000	1.128000	1.136000	627865	92712	30558986	0	0	40.163518
comps_Btree_lin	512	5	1.259000	1.260000	1.260000	1.261000	1.265000	632069	99423	27644439	0	0	47.501757
comps_Btree_lin	1024	5	1.589000	1.591000	1.591000	1.596000	1.613000	630447	85510	25499837	0	0	64.413596
comps_Btree_lin	2048	5	1.694000	1.695000	1.695000	1.695000	1.710000	640154	93945	33704621	0	0	65.168689
comps_Btree_lin	4096	5	1.751000	1.755000	1.756000	1.756000	1.757000	802329	90717	35380560	0	0	67.815457
comps_Btree_lin	8192	5	1.851000	1.852000	1.852000	1.852000	1.852000	3959036	89238	36636553	0	0	72.039382
comps_Btree_lin	16384	5	2.031000	2.036000	2.037000	2.038000	2.038000	14330644	108290	37915264	0	0	80.505724
comps_Btree_lin	32768	5	2.349000	2.351000	2.351000	2.351000	2.352000	20391271	149026	38689064	0	0	95.760160
comps_Btree_lin	65536	5	2.502000	2.503000	2.503000	2.503000	2.504000	25250115	6171682	46198067	0	0	97.939040
comps_Btree_lin	131072	5	2.633000	2.639000	2.639000	2.639000	2.665000	32058947	13916233	53369950	0	0	100.300672
comps_Btree_lin	262144	5	2.793000	2.795000	2.795000	2.796000	2.796000	39734149	20363185	55781947	0	0	105.318701
comps_Btree_lin	524288	5	2.945000	2.947000	2.948000	3.149000	3.254000	45224318	24766550	54977118	0	0	113.057440
comps_Btree_lin	1048576	5	3.363000	3.477000	3.583000	3.590000	3.816000	49484200	32402678	53991957	0	0	127.999518
comps_Btree_lin	2097152	5	3.959000	3.962000	3.966000	3.967000	3.970000	55261425	40262181	61980982	0	0	130.352715
comps_Btree_lin	4194304	5	4.298000	4.300000	4.300000	4.300000	4.302000	62930297	45988065	67309050	0	0	133.081491
comps_Btree_lin	8388608	5	4.606000	4.608000	4.609000	4.621000	4.631000	69222172	50325006	69567303	0	0	138.637237
comps_Btree_lin	16777216	5	5.054000	5.056000	5.057000	5.065000	5.077000	73705642	55979110	69007012	0	0	145.755671
