Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_Btree_linrec	1	5	0.210000	0.210000	0.215000	0.223000	0.227000	627578	26202	6796610	0	0	2.902979
comps_Btree_linrec	2	5	0.206000	0.208000	0.215000	0.216000	0.226000	627831	25342	6771056	0	0	3.510654
comps_Btree_linrec	4	5	0.241000	0.241000	0.253000	0.259000	0.260000	626539	29083	5707323	0	0	6.983424
comps_Btree_linrec	8	5	0.313000	0.314000	0.331000	0.332000	0.332000	627920	34401	11570661	0	0	7.856021
comps_Btree_linrec	16	5	0.508000	0.511000	0.519000	0.529000	0.539000	627707	48640	11653767	0	0	18.162844
comps_Btree_linrec	32	5	0.863000	0.864000	0.864000	0.882000	0.896000	627519	72529	11694410	0	0	37.259835
comps_Btree_linrec	64	5	1.400000	1.401000	1.401000	1.401000	1.401000	628131	103646	12185729	0	0	65.231305
comps_Btree_linrec	128	5	1.469000	1.469000	1.469000	1.469000	1.469000	629106	104365	15968354	0	0	64.754918
comps_Btree_linrec	256	5	1.645000	1.651000	1.652000	1.656000	1.657000	631190	107283	26393412	0	0	70.507301
comps_Btree_linrec	512	5	1.763000	1.764000	1.764000	1.765000	1.783000	636098	108578	33769113	0	0	73.623681
comps_Btree_linrec	1024	5	1.924000	1.929000	1.929000	1.929000	1.933000	646033	111555	34242061	0	0	81.930037
comps_Btree_linrec	2048	5	2.178000	2.193000	2.193000	2.193000	2.198000	679876	115358	31559829	0	0	96.898468
comps_Btree_linrec	4096	5	2.751000	2.756000	2.756000	2.757000	2.757000	880877	113692	30196157	0	0	127.113317
comps_Btree_linrec	8192	5	2.876000	2.876000	2.877000	2.878000	2.882000	5564349	125609	31730496	0	0	129.969311
comps_Btree_linrec	16384	5	2.922000	2.923000	2.923000	2.932000	2.943000	20168116	134746	33034134	0	0	132.004966
comps_Btree_linrec	32768	5	3.006000	3.006000	3.006000	3.007000	3.009000	28091401	345197	33733156	0	0	136.136035
comps_Btree_linrec	65536	5	3.174000	3.175000	3.180000	3.189000	3.193000	32672387	7754081	34980148	0	0	144.292266
comps_Btree_linrec	131072	5	3.517000	3.517000	3.517000	3.517000	3.519000	37136207	20049723	36818257	0	0	161.015813
comps_Btree_linrec	262144	5	4.124000	4.124000	4.124000	4.125000	4.149000	45795306	27821885	38183253	0	0	191.802791
comps_Btree_linrec	524288	5	4.266000	4.267000	4.268000	4.273000	4.274000	56593732	32355120	44326177	0	0	194.012324
comps_Btree_linrec	1048576	5	4.525000	4.527000	4.527000	4.565000	4.566000	63394589	36731969	51871922	0	0	196.172030
comps_Btree_linrec	2097152	5	5.193000	5.193000	5.201000	5.208000	5.216000	67528570	45438609	55214749	0	0	200.623520
comps_Btree_linrec	4194304	5	5.618000	5.620000	5.622000	5.629000	5.632000	71411662	56164242	54838340	0	0	209.356872
comps_Btree_linrec	8388608	5	6.066000	6.068000	6.081000	6.096000	6.123000	78544346	63420844	53982016	0	0	224.970101
comps_Btree_linrec	16777216	5	6.787000	6.790000	6.800000	6.800000	6.820000	88471206	67560571	53159125	0	0	255.921700
