Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_DFS_lin	1	5	0.121000	0.121000	0.121000	0.121000	0.142000	625406	20052	4787115	0	0	1.821208
comps_DFS_lin	2	5	0.157000	0.157000	0.158000	0.163000	0.182000	625390	21982	4943466	0	0	3.558538
comps_DFS_lin	4	5	0.201000	0.201000	0.201000	0.201000	0.219000	625405	25602	7441495	0	0	4.994244
comps_DFS_lin	8	5	0.320000	0.326000	0.339000	0.349000	0.351000	626375	34399	12074865	0	0	9.194808
comps_DFS_lin	16	5	0.511000	0.525000	0.529000	0.529000	0.529000	626380	49343	11811484	0	0	18.371544
comps_DFS_lin	32	5	0.706000	0.706000	0.725000	0.727000	0.728000	627108	66166	12083415	0	0	27.870310
comps_DFS_lin	64	5	1.364000	1.365000	1.366000	1.369000	1.398000	626750	79026	11933485	0	0	60.011014
comps_DFS_lin	128	5	1.615000	1.615000	1.620000	1.623000	1.628000	628179	100472	15705004	0	0	69.468343
comps_DFS_lin	256	5	1.653000	1.662000	1.664000	1.664000	1.665000	627429	86048	22568691	0	0	69.589477
comps_DFS_lin	512	5	1.747000	1.748000	1.748000	1.748000	1.749000	628634	83094	30690337	0	0	70.918261
comps_DFS_lin	1024	5	1.968000	1.974000	1.975000	1.975000	1.976000	632584	89196	30597786	0	0	81.913031
comps_DFS_lin	2048	5	2.283000	2.284000	2.285000	2.285000	2.285000	656540	88449	30451243	0	0	97.034707
comps_DFS_lin	4096	5	2.918000	2.920000	2.934000	2.935000	2.946000	896940	93263	29210880	0	0	128.356247
comps_DFS_lin	8192	5	2.957000	2.961000	2.971000	2.973000	3.116000	4461638	88041	30683715	0	0	128.478923
comps_DFS_lin	16384	5	3.042000	3.064000	3.148000	3.150000	3.175000	20099147	500222	31883503	0	0	131.858966
comps_DFS_lin	32768	5	3.120000	3.126000	3.126000	3.127000	3.127000	27912294	378904	33112487	0	0	135.578130
comps_DFS_lin	65536	5	3.314000	3.314000	3.315000	3.319000	3.336000	33412037	3102176	34313333	0	0	144.271208
comps_DFS_lin	131072	5	3.680000	3.685000	3.685000	3.685000	3.685000	41040861	19228366	36592226	0	0	160.981672
comps_DFS_lin	262144	5	4.340000	4.341000	4.343000	4.355000	4.363000	51818455	28209133	38181454	0	0	191.975316
comps_DFS_lin	524288	5	4.453000	4.454000	4.455000	4.455000	4.485000	57712240	33201538	43899339	0	0	193.997848
comps_DFS_lin	1048576	5	4.753000	4.760000	4.765000	4.774000	4.778000	64565752	38905367	50016397	0	0	196.299047
comps_DFS_lin	2097152	5	5.375000	5.377000	5.381000	5.383000	5.409000	69272460	48550921	55124200	0	0	200.680076
comps_DFS_lin	4194304	5	5.827000	5.832000	5.838000	5.841000	5.845000	73711053	58516282	54370229	0	0	209.388417
comps_DFS_lin	8388608	5	6.295000	6.307000	6.309000	6.325000	6.331000	81324367	65106921	53463834	0	0	224.983126
comps_DFS_lin	16777216	5	7.070000	7.072000	7.074000	7.075000	7.115000	90679777	69306351	52820641	0	0	255.976194
