Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_DFS_lin	1	5	0.097000	0.098000	0.098000	0.099000	0.115000	625336	17114	4727873	0	0	1.417377
comps_DFS_lin	2	5	0.132000	0.132000	0.133000	0.149000	0.150000	625374	21394	5701734	0	0	2.481253
comps_DFS_lin	4	5	0.175000	0.175000	0.182000	0.192000	0.196000	625595	24020	7657890	0	0	3.585486
comps_DFS_lin	8	5	0.261000	0.263000	0.279000	0.280000	0.305000	626121	30699	12076682	0	0	5.895023
comps_DFS_lin	16	5	0.338000	0.339000	0.354000	0.355000	0.364000	626439	35045	18394840	0	0	7.151497
comps_DFS_lin	32	5	0.463000	0.479000	0.480000	0.489000	0.492000	626274	45241	35409894	0	0	8.346223
comps_DFS_lin	64	5	0.543000	0.547000	0.549000	0.564000	0.564000	626042	51975	42344784	0	0	9.993671
comps_DFS_lin	128	5	0.638000	0.639000	0.639000	0.639000	0.653000	626489	58630	50834376	0	0	11.445830
comps_DFS_lin	256	5	0.719000	0.719000	0.719000	0.719000	0.723000	627009	63548	57139155	0	0	12.919440
comps_DFS_lin	512	5	0.794000	0.797000	0.797000	0.797000	0.797000	628005	68813	62585564	0	0	14.516635
comps_DFS_lin	1024	5	0.873000	0.874000	0.874000	0.876000	0.877000	632649	76293	68411241	0	0	15.965429
comps_DFS_lin	2048	5	0.949000	0.949000	0.949000	0.949000	0.949000	644066	82526	73557947	0	0	17.506142
comps_DFS_lin	4096	5	1.017000	1.020000	1.021000	1.021000	1.029000	752239	80379	78322255	0	0	18.978701
comps_DFS_lin	8192	5	1.099000	1.099000	1.099000	1.100000	1.110000	4588412	73618	83623623	0	0	20.523435
comps_DFS_lin	16384	5	1.199000	1.199000	1.199000	1.203000	1.221000	40044458	64583	89577546	0	0	22.014844
comps_DFS_lin	32768	5	1.289000	1.289000	1.289000	1.289000	1.292000	63729364	89877	95276192	0	0	23.504954
comps_DFS_lin	65536	5	1.380000	1.383000	1.383000	1.383000	1.383000	80235828	2447295	101170603	0	0	24.990193
comps_DFS_lin	131072	5	1.689000	1.689000	1.689000	1.690000	1.694000	117852607	63413528	112140486	0	0	26.500323
comps_DFS_lin	262144	5	1.919000	1.920000	1.920000	1.921000	1.928000	150133131	114430795	116573611	0	0	27.992490
comps_DFS_lin	524288	5	2.102000	2.102000	2.102000	2.103000	2.107000	175345690	151006415	120502466	0	0	29.500032
comps_DFS_lin	1048576	5	2.411000	2.416000	2.417000	2.421000	2.425000	196562990	179239805	126304507	0	0	31.000089
comps_DFS_lin	2097152	5	5.117000	5.124000	5.126000	5.127000	5.128000	218060778	205296059	145153928	0	0	32.499334
comps_DFS_lin	4194304	5	6.251000	6.254000	6.261000	6.264000	6.269000	234580375	214751153	149516412	0	0	33.999160
comps_DFS_lin	8388608	5	7.345000	7.345000	7.356000	7.365000	7.368000	253341876	235475402	153714551	0	0	35.498756
comps_DFS_lin	16777216	5	8.239000	8.244000	8.245000	8.250000	8.250000	270194237	253112502	158594255	0	0	36.995994
comps_DFS_lin	33554432	5	9.071000	9.071000	9.073000	9.081000	9.085000	287117550	267959110	164284330	0	0	38.492385
