Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_DFS_lin	1	5	0.118000	0.118000	0.118000	0.118000	0.136000	625376	20141	4936875	0	0	1.918538
comps_DFS_lin	2	5	0.145000	0.145000	0.145000	0.151000	0.177000	625391	23012	4627233	0	0	3.487925
comps_DFS_lin	4	5	0.221000	0.222000	0.222000	0.240000	0.255000	625429	28247	7614615	0	0	6.456835
comps_DFS_lin	8	5	0.285000	0.288000	0.288000	0.305000	0.305000	625502	33037	8759473	0	0	9.738132
comps_DFS_lin	16	5	0.375000	0.376000	0.392000	0.393000	0.393000	626550	39498	15662045	0	0	10.683331
comps_DFS_lin	32	5	0.447000	0.464000	0.464000	0.465000	0.465000	626830	45585	20011734	0	0	12.620806
comps_DFS_lin	64	5	0.535000	0.541000	0.541000	0.541000	0.557000	625927	50673	27564920	0	0	15.436942
comps_DFS_lin	128	5	0.649000	0.650000	0.650000	0.650000	0.650000	626099	58305	32941716	0	0	17.971971
comps_DFS_lin	256	5	0.750000	0.751000	0.751000	0.751000	0.751000	627890	63248	40406749	0	0	20.787990
comps_DFS_lin	512	5	0.806000	0.806000	0.807000	0.807000	0.822000	634233	60327	41806494	0	0	23.199716
comps_DFS_lin	1024	5	0.920000	0.920000	0.920000	0.920000	0.920000	635071	66521	45351165	0	0	26.809186
comps_DFS_lin	2048	5	1.011000	1.013000	1.014000	1.014000	1.023000	636673	73998	53550038	0	0	28.756004
comps_DFS_lin	4096	5	1.072000	1.072000	1.072000	1.073000	1.079000	794983	82775	53423760	0	0	31.860385
comps_DFS_lin	8192	5	1.173000	1.174000	1.175000	1.176000	1.181000	2671397	77240	56035277	0	0	35.380403
comps_DFS_lin	16384	5	1.270000	1.272000	1.272000	1.272000	1.274000	8621844	76782	64705097	0	0	37.226429
comps_DFS_lin	32768	5	1.335000	1.335000	1.335000	1.336000	1.337000	14117445	274380	64666334	0	0	40.524778
comps_DFS_lin	65536	5	1.487000	1.487000	1.488000	1.488000	1.491000	22339612	6611282	70115833	0	0	44.840091
comps_DFS_lin	131072	5	1.591000	1.594000	1.602000	1.603000	1.603000	31310794	13901803	80470401	0	0	46.037478
comps_DFS_lin	262144	5	1.700000	1.700000	1.700000	1.701000	1.729000	38943475	24890138	85681338	0	0	48.440931
comps_DFS_lin	524288	5	1.811000	1.814000	1.814000	1.815000	1.815000	48296182	34829658	86626401	0	0	53.130574
comps_DFS_lin	1048576	5	2.065000	2.068000	2.069000	2.072000	2.081000	57491481	44386586	93593820	0	0	55.143506
comps_DFS_lin	2097152	5	2.783000	2.787000	2.791000	2.796000	2.814000	66086018	53493217	101985366	0	0	57.116994
comps_DFS_lin	4194304	5	3.242000	3.243000	3.244000	3.248000	3.253000	73866787	61914302	101954728	0	0	61.141279
comps_DFS_lin	8388608	5	3.693000	3.696000	3.697000	3.697000	3.742000	80848019	69889444	109143200	0	0	63.099620
comps_DFS_lin	16777216	5	4.078000	4.080000	4.084000	4.085000	4.088000	88908257	77901564	116313484	0	0	65.106442
comps_DFS_lin	33554432	5	4.451000	4.452000	4.453000	4.462000	4.480000	97743565	85969331	117607716	0	0	69.201796
