Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_Btree_linrec	1	5	0.115000	0.115000	0.115000	0.115000	0.130000	625399	19145	4490431	0	0	2.000000
comps_Btree_linrec	2	5	0.075000	0.075000	0.075000	0.076000	0.105000	625350	16246	1922572	0	0	2.000000
comps_Btree_linrec	4	5	0.184000	0.184000	0.185000	0.188000	0.200000	625599	25030	9413083	0	0	3.240180
comps_Btree_linrec	8	5	0.226000	0.226000	0.236000	0.249000	0.257000	625636	28682	10867475	0	0	4.378783
comps_Btree_linrec	16	5	0.342000	0.343000	0.360000	0.360000	0.369000	628293	38503	17013601	0	0	6.251613
comps_Btree_linrec	32	5	0.429000	0.443000	0.444000	0.445000	0.462000	627917	42909	25101424	0	0	7.395894
comps_Btree_linrec	64	5	0.543000	0.543000	0.556000	0.557000	0.558000	629319	50132	32554188	0	0	9.109281
comps_Btree_linrec	128	5	0.665000	0.665000	0.666000	0.666000	0.666000	626855	60159	44115525	0	0	10.558258
comps_Btree_linrec	256	5	0.761000	0.761000	0.761000	0.761000	0.762000	627239	63471	52164423	0	0	11.980605
comps_Btree_linrec	512	5	0.858000	0.862000	0.865000	0.866000	0.866000	628926	65927	60509786	0	0	13.483835
comps_Btree_linrec	1024	5	0.961000	0.962000	0.962000	0.962000	0.962000	635509	68539	66696157	0	0	14.979064
comps_Btree_linrec	2048	5	1.051000	1.055000	1.055000	1.055000	1.055000	676048	76234	72458927	0	0	16.551708
comps_Btree_linrec	4096	5	1.147000	1.148000	1.148000	1.148000	1.149000	837394	76435	78148256	0	0	18.006781
comps_Btree_linrec	8192	5	1.242000	1.242000	1.242000	1.243000	1.244000	4889482	78445	84512559	0	0	19.490577
comps_Btree_linrec	16384	5	1.340000	1.341000	1.343000	1.343000	1.343000	18736977	78919	91808367	0	0	20.979295
comps_Btree_linrec	32768	5	1.441000	1.441000	1.441000	1.441000	1.455000	32974324	500815	97684842	0	0	22.507073
comps_Btree_linrec	65536	5	1.549000	1.549000	1.549000	1.550000	1.550000	46860078	3412476	103925354	0	0	24.007940
comps_Btree_linrec	131072	5	1.719000	1.720000	1.720000	1.721000	1.721000	61444968	18402906	113684074	0	0	25.508339
comps_Btree_linrec	262144	5	1.865000	1.868000	1.871000	1.871000	1.872000	75611086	34259604	121084493	0	0	27.007354
comps_Btree_linrec	524288	5	1.985000	1.986000	1.986000	1.986000	1.986000	90584441	50302526	126362116	0	0	28.503450
comps_Btree_linrec	1048576	5	2.337000	2.337000	2.338000	2.340000	2.340000	105076231	65440130	132770686	0	0	30.006226
comps_Btree_linrec	2097152	5	3.107000	3.121000	3.122000	3.123000	3.137000	124076969	85499161	143172641	0	0	31.499214
comps_Btree_linrec	4194304	5	3.619000	3.626000	3.629000	3.633000	3.638000	143907205	106976492	152627894	0	0	32.999504
comps_Btree_linrec	8388608	5	4.162000	4.246000	4.288000	4.357000	4.439000	163110790	126210150	160218777	0	0	34.498678
comps_Btree_linrec	16777216	5	4.766000	4.802000	4.835000	4.888000	4.987000	181627962	145650866	167920142	0	0	35.996359
comps_Btree_linrec	33554432	5	5.150000	5.155000	5.157000	5.158000	5.167000	199015077	161452268	176556925	0	0	37.490599
