Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_Btree_linrec	1	5	0.130000	0.130000	0.130000	0.130000	0.147000	625422	20877	4442966	0	0	2.380416
comps_Btree_linrec	2	5	0.137000	0.138000	0.138000	0.138000	0.156000	625391	20728	4892398	0	0	3.090807
comps_Btree_linrec	4	5	0.212000	0.212000	0.213000	0.229000	0.230000	626488	27410	9328112	0	0	4.515098
comps_Btree_linrec	8	5	0.250000	0.251000	0.251000	0.267000	0.268000	625588	30495	12252436	0	0	5.035124
comps_Btree_linrec	16	5	0.363000	0.369000	0.379000	0.379000	0.380000	627778	37940	18257481	0	0	7.491465
comps_Btree_linrec	32	5	0.485000	0.486000	0.493000	0.493000	0.500000	628717	46959	29248922	0	0	8.866927
comps_Btree_linrec	64	5	0.581000	0.582000	0.582000	0.582000	0.595000	627772	53860	38923873	0	0	10.011621
comps_Btree_linrec	128	5	0.701000	0.701000	0.701000	0.702000	0.702000	631364	62475	48873163	0	0	11.844399
comps_Btree_linrec	256	5	0.811000	0.813000	0.813000	0.813000	0.814000	633973	69319	55247475	0	0	14.451326
comps_Btree_linrec	512	5	0.892000	0.892000	0.892000	0.893000	0.893000	638520	72134	61697490	0	0	15.273546
comps_Btree_linrec	1024	5	0.980000	0.986000	0.988000	0.988000	0.988000	655490	78320	67295645	0	0	17.238357
comps_Btree_linrec	2048	5	1.054000	1.060000	1.060000	1.061000	1.084000	667485	71897	71645183	0	0	18.505066
comps_Btree_linrec	4096	5	1.166000	1.166000	1.167000	1.167000	1.177000	929317	78656	77872850	0	0	20.360539
comps_Btree_linrec	8192	5	1.253000	1.253000	1.253000	1.254000	1.254000	4307195	76133	82779770	0	0	22.257884
comps_Btree_linrec	16384	5	1.337000	1.337000	1.337000	1.337000	1.337000	17531263	85597	87658715	0	0	23.409236
comps_Btree_linrec	32768	5	1.452000	1.453000	1.454000	1.454000	1.460000	32803708	201385	93386469	0	0	25.544615
comps_Btree_linrec	65536	5	1.555000	1.556000	1.556000	1.556000	1.556000	46392913	3544123	98805219	0	0	27.538855
comps_Btree_linrec	131072	5	1.700000	1.700000	1.701000	1.703000	1.721000	60720577	18644474	108029217	0	0	28.621626
comps_Btree_linrec	262144	5	1.846000	1.846000	1.847000	1.848000	1.855000	75364253	34449999	116169734	0	0	30.488367
comps_Btree_linrec	524288	5	1.954000	1.954000	1.957000	1.957000	1.994000	89318648	49931937	119960899	0	0	31.914977
comps_Btree_linrec	1048576	5	2.248000	2.254000	2.254000	2.255000	2.258000	104111052	65364687	127908403	0	0	33.926963
comps_Btree_linrec	2097152	5	3.043000	3.046000	3.049000	3.051000	3.062000	122623564	82367244	137222564	0	0	35.692223
comps_Btree_linrec	4194304	5	3.557000	3.564000	3.565000	3.567000	3.569000	134402588	97634687	144106301	0	0	36.932179
comps_Btree_linrec	8388608	5	4.062000	4.064000	4.065000	4.074000	4.087000	149864163	113854664	151666677	0	0	38.893288
comps_Btree_linrec	16777216	5	4.492000	4.496000	4.496000	4.498000	4.500000	165558193	128120722	156574936	0	0	40.838716
comps_Btree_linrec	33554432	5	4.896000	4.945000	4.978000	4.984000	4.998000	180969091	143530308	162519372	0	0	42.027553
