Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_Btree_linrec	1	5	0.249000	0.260000	0.302000	0.303000	0.320000	625706	32625	8179918	0	0	8.474857
comps_Btree_linrec	2	5	0.222000	0.225000	0.229000	0.242000	0.248000	625760	26916	7805422	0	0	5.364729
comps_Btree_linrec	4	5	0.220000	0.222000	0.222000	0.222000	0.239000	625892	28004	5368022	0	0	6.983424
comps_Btree_linrec	8	5	0.288000	0.289000	0.296000	0.296000	0.302000	626108	33493	10625355	0	0	7.856021
comps_Btree_linrec	16	5	0.481000	0.491000	0.496000	0.496000	0.496000	626739	47494	11421375	0	0	18.074341
comps_Btree_linrec	32	5	0.582000	0.584000	0.584000	0.601000	0.602000	627274	53175	16414142	0	0	19.381981
comps_Btree_linrec	64	5	0.651000	0.655000	0.655000	0.656000	0.663000	627690	58150	22161777	0	0	21.159181
comps_Btree_linrec	128	5	0.737000	0.741000	0.742000	0.742000	0.753000	626214	64193	28602851	0	0	23.454489
comps_Btree_linrec	256	5	0.909000	0.913000	0.914000	0.920000	0.920000	626704	68087	30633078	0	0	32.100198
comps_Btree_linrec	512	5	1.060000	1.066000	1.066000	1.066000	1.083000	628839	73468	42148403	0	0	33.087906
comps_Btree_linrec	1024	5	1.139000	1.140000	1.141000	1.147000	1.148000	637991	93738	43509113	0	0	36.604501
comps_Btree_linrec	2048	5	1.231000	1.231000	1.231000	1.231000	1.232000	666097	99343	46122253	0	0	40.429243
comps_Btree_linrec	4096	5	1.371000	1.371000	1.371000	1.371000	1.371000	831617	98589	46049205	0	0	47.893931
comps_Btree_linrec	8192	5	1.538000	1.541000	1.541000	1.541000	1.541000	4401503	93619	57289091	0	0	50.414698
comps_Btree_linrec	16384	5	1.604000	1.605000	1.606000	1.614000	1.620000	12385957	91030	59671530	0	0	53.054583
comps_Btree_linrec	32768	5	1.687000	1.687000	1.687000	1.688000	1.688000	18097202	199888	61162177	0	0	56.715979
comps_Btree_linrec	65536	5	1.827000	1.827000	1.828000	1.828000	1.828000	24512307	4211057	60737382	0	0	63.854517
comps_Btree_linrec	131072	5	2.015000	2.016000	2.016000	2.018000	2.042000	31558501	12714706	69749741	0	0	66.721180
comps_Btree_linrec	262144	5	2.123000	2.124000	2.124000	2.124000	2.146000	36889470	18006558	73890568	0	0	70.209353
comps_Btree_linrec	524288	5	2.199000	2.200000	2.200000	2.202000	2.202000	42602980	24689916	75946816	0	0	73.439695
comps_Btree_linrec	1048576	5	2.456000	2.472000	2.472000	2.474000	2.479000	49765893	32239337	75294345	0	0	79.985964
comps_Btree_linrec	2097152	5	3.099000	3.102000	3.103000	3.104000	3.104000	56276780	38647124	83233368	0	0	83.430835
comps_Btree_linrec	4194304	5	3.546000	3.550000	3.552000	3.553000	3.576000	62104472	45415282	87484319	0	0	87.388803
comps_Btree_linrec	8388608	5	3.947000	3.947000	3.948000	3.951000	3.961000	68130192	51754762	89110592	0	0	90.361789
comps_Btree_linrec	16777216	5	4.330000	4.333000	4.337000	4.340000	4.349000	74874159	57768702	88347525	0	0	96.317879
