Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_Btree_lin	1	5	0.087000	0.087000	0.087000	0.100000	0.103000	625322	16788	2263379	0	0	1.370663
comps_Btree_lin	2	5	0.148000	0.148000	0.148000	0.148000	0.162000	625390	22817	7265117	0	0	2.485353
comps_Btree_lin	4	5	0.192000	0.193000	0.206000	0.207000	0.207000	626519	25056	8361039	0	0	4.529856
comps_Btree_lin	8	5	0.280000	0.280000	0.280000	0.280000	0.282000	626717	30430	7589538	0	0	8.903032
comps_Btree_lin	16	5	0.387000	0.404000	0.405000	0.408000	0.425000	627340	39870	13289833	0	0	12.434368
comps_Btree_lin	32	5	0.434000	0.449000	0.450000	0.451000	0.466000	628965	43240	20758278	0	0	11.920982
comps_Btree_lin	64	5	0.535000	0.537000	0.540000	0.541000	0.544000	632450	49581	24444902	0	0	15.537099
comps_Btree_lin	128	5	0.613000	0.614000	0.614000	0.627000	0.631000	631159	56101	29118217	0	0	16.835221
comps_Btree_lin	256	5	0.733000	0.735000	0.737000	0.737000	0.752000	635714	68603	36383303	0	0	20.880267
comps_Btree_lin	512	5	0.800000	0.802000	0.814000	0.815000	0.828000	681713	87934	38559218	0	0	23.457796
comps_Btree_lin	1024	5	0.871000	0.872000	0.874000	0.876000	0.903000	638897	77302	40549605	0	0	26.609451
comps_Btree_lin	2048	5	0.965000	0.967000	0.967000	0.967000	0.968000	651043	84177	48348447	0	0	28.910976
comps_Btree_lin	4096	5	1.039000	1.039000	1.041000	1.041000	1.042000	808744	79926	50588783	0	0	31.894831
comps_Btree_lin	8192	5	1.124000	1.131000	1.132000	1.133000	1.137000	3739296	81579	52238207	0	0	35.396066
comps_Btree_lin	16384	5	1.215000	1.216000	1.217000	1.218000	1.230000	13135300	81905	59255758	0	0	37.166518
comps_Btree_lin	32768	5	1.292000	1.294000	1.294000	1.295000	1.296000	21734819	469905	61504435	0	0	40.546922
comps_Btree_lin	65536	5	1.423000	1.425000	1.425000	1.429000	1.441000	30304897	4364299	65882356	0	0	44.803889
comps_Btree_lin	131072	5	1.553000	1.554000	1.554000	1.555000	1.559000	39474912	15532072	76630018	0	0	46.028346
comps_Btree_lin	262144	5	1.649000	1.651000	1.658000	1.664000	1.672000	54089425	30935048	82745491	0	0	48.431831
comps_Btree_lin	524288	5	1.788000	1.790000	1.792000	1.798000	1.800000	56899968	34755513	84960158	0	0	53.162137
comps_Btree_lin	1048576	5	2.056000	2.065000	2.068000	2.070000	2.085000	64683094	42734137	91060249	0	0	55.156416
comps_Btree_lin	2097152	5	2.619000	2.625000	2.634000	2.637000	2.655000	74141944	51831154	100111844	0	0	57.140966
comps_Btree_lin	4194304	5	3.139000	3.141000	3.144000	3.145000	3.145000	81462897	60107258	101744906	0	0	61.127750
comps_Btree_lin	8388608	5	3.580000	3.589000	3.593000	3.595000	3.758000	90703066	69415672	107862539	0	0	63.080349
comps_Btree_lin	16777216	5	3.996000	4.008000	4.016000	4.068000	4.118000	99854696	78405928	115426735	0	0	65.108633
comps_Btree_lin	33554432	5	4.449000	4.451000	4.467000	4.468000	4.469000	107415165	86145652	115740383	0	0	69.197179
