Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_Btree_bs	1	5	0.349000	0.350000	0.368000	0.369000	0.375000	626195	36473	7820072	0	0	11.132113
comps_Btree_bs	2	5	0.410000	0.410000	0.428000	0.428000	0.428000	627251	42550	16734691	0	0	11.324519
comps_Btree_bs	4	5	0.414000	0.416000	0.435000	0.435000	0.435000	626711	42821	17546131	0	0	11.198596
comps_Btree_bs	8	5	0.416000	0.427000	0.433000	0.446000	0.458000	626741	42677	18661156	0	0	10.337722
comps_Btree_bs	16	5	0.471000	0.472000	0.479000	0.487000	0.499000	625956	47082	25840847	0	0	10.190158
comps_Btree_bs	32	5	0.529000	0.529000	0.529000	0.529000	0.530000	626082	50015	35941828	0	0	9.504182
comps_Btree_bs	64	5	0.578000	0.579000	0.579000	0.579000	0.579000	626779	53364	43711115	0	0	9.053342
comps_Btree_bs	128	5	0.995000	0.995000	0.995000	0.996000	0.997000	627564	82670	62784891	0	0	20.563181
comps_Btree_bs	256	5	1.019000	1.021000	1.022000	1.022000	1.025000	626810	69106	66273776	0	0	20.061287
comps_Btree_bs	512	5	1.081000	1.085000	1.086000	1.087000	1.087000	628207	73925	76174994	0	0	19.608085
comps_Btree_bs	1024	5	1.140000	1.142000	1.144000	1.145000	1.145000	630789	76372	83963326	0	0	18.991724
comps_Btree_bs	2048	5	1.133000	1.134000	1.135000	1.135000	1.137000	648222	74243	86180170	0	0	18.489191
comps_Btree_bs	4096	5	1.171000	1.172000	1.172000	1.178000	1.209000	775138	69859	91182079	0	0	18.081421
comps_Btree_bs	8192	5	1.637000	1.640000	1.642000	1.642000	1.643000	3980021	89217	118300744	0	0	29.571048
comps_Btree_bs	16384	5	1.664000	1.665000	1.666000	1.666000	1.667000	16749206	93789	118299892	0	0	29.083820
comps_Btree_bs	32768	5	1.720000	1.725000	1.732000	1.735000	1.760000	24981719	392116	125568393	0	0	28.580968
comps_Btree_bs	65536	5	1.777000	1.781000	1.781000	1.782000	1.783000	30756502	6299353	132070952	0	0	28.087017
comps_Btree_bs	131072	5	1.835000	1.835000	1.836000	1.842000	1.842000	38702389	20331062	134661245	0	0	27.576638
comps_Btree_bs	262144	5	1.914000	1.921000	1.923000	1.923000	1.933000	48001446	29870127	141259221	0	0	27.074989
comps_Btree_bs	524288	5	2.417000	2.420000	2.423000	2.433000	2.465000	57270200	35036754	169499696	0	0	38.604600
comps_Btree_bs	1048576	5	2.641000	2.647000	2.648000	2.652000	2.659000	64389967	40400770	173469517	0	0	38.106091
comps_Btree_bs	2097152	5	3.391000	3.392000	3.395000	3.396000	3.397000	70475036	50167108	186900186	0	0	37.613470
comps_Btree_bs	4194304	5	3.763000	3.769000	3.770000	3.781000	3.791000	77173905	61696217	194450466	0	0	37.114719
comps_Btree_bs	8388608	5	3.974000	3.978000	3.982000	3.983000	4.004000	85718053	70261250	196651908	0	0	36.614159
comps_Btree_bs	16777216	5	4.171000	4.184000	4.184000	4.189000	4.189000	95279116	75500634	204199845	0	0	36.111752
