Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_DFS_lin	1	5	0.125000	0.125000	0.125000	0.125000	0.142000	625390	19695	4737549	0	0	1.821208
comps_DFS_lin	2	5	0.159000	0.159000	0.159000	0.161000	0.175000	625460	23307	4834065	0	0	3.558538
comps_DFS_lin	4	5	0.206000	0.206000	0.206000	0.206000	0.223000	625533	26468	7411971	0	0	4.994244
comps_DFS_lin	8	5	0.325000	0.326000	0.344000	0.344000	0.351000	626868	36818	12027354	0	0	9.194808
comps_DFS_lin	16	5	0.518000	0.533000	0.533000	0.533000	0.539000	626949	50101	11731797	0	0	18.371544
comps_DFS_lin	32	5	0.711000	0.712000	0.729000	0.731000	0.734000	627725	62919	11961385	0	0	27.846346
comps_DFS_lin	64	5	0.847000	0.851000	0.851000	0.852000	0.855000	626613	72604	16825840	0	0	31.503544
comps_DFS_lin	128	5	1.057000	1.057000	1.058000	1.058000	1.058000	627319	89169	24747196	0	0	38.965048
comps_DFS_lin	256	5	1.133000	1.138000	1.139000	1.147000	1.155000	628245	93036	32757391	0	0	40.322859
comps_DFS_lin	512	5	1.301000	1.302000	1.302000	1.303000	1.306000	630256	101002	31666059	0	0	48.661977
comps_DFS_lin	1024	5	1.587000	1.589000	1.590000	1.594000	1.596000	639343	112291	29918511	0	0	63.128430
comps_DFS_lin	2048	5	1.714000	1.719000	1.723000	1.723000	1.725000	663586	118846	36166181	0	0	66.049742
comps_DFS_lin	4096	5	1.774000	1.775000	1.777000	1.778000	1.785000	832849	108798	39242126	0	0	67.757981
comps_DFS_lin	8192	5	1.874000	1.878000	1.881000	1.881000	1.889000	3841648	105206	40974577	0	0	72.143526
comps_DFS_lin	16384	5	2.062000	2.068000	2.069000	2.070000	2.073000	14440568	133467	41891079	0	0	80.881743
comps_DFS_lin	32768	5	2.378000	2.383000	2.386000	2.389000	2.403000	21171530	496240	42693917	0	0	95.828036
comps_DFS_lin	65536	5	2.513000	2.515000	2.517000	2.517000	2.517000	27613999	5665483	49588734	0	0	98.202826
comps_DFS_lin	131072	5	2.610000	2.611000	2.612000	2.612000	2.617000	35604156	14404783	55309124	0	0	100.451539
comps_DFS_lin	262144	5	2.747000	2.748000	2.748000	2.750000	2.756000	42461741	21743041	59538947	0	0	105.269320
comps_DFS_lin	524288	5	2.886000	2.890000	2.895000	2.904000	2.920000	47307286	28092595	57953867	0	0	112.920667
comps_DFS_lin	1048576	5	3.343000	3.347000	3.347000	3.357000	3.360000	52326430	36030466	56985370	0	0	127.913423
comps_DFS_lin	2097152	5	3.937000	3.938000	3.941000	3.942000	3.944000	59360977	43112183	64176963	0	0	130.283621
comps_DFS_lin	4194304	5	4.274000	4.280000	4.283000	4.291000	4.294000	66212658	47981820	68580325	0	0	133.118290
comps_DFS_lin	8388608	5	4.630000	4.643000	4.645000	4.646000	4.650000	71442759	52996184	71375880	0	0	138.604031
comps_DFS_lin	16777216	5	5.058000	5.070000	5.078000	5.083000	5.089000	76454169	59743106	71176981	0	0	145.739691
