Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_Btree_bs	1	5	0.235000	0.235000	0.235000	0.255000	0.255000	625572	28126	1503438	0	0	7.132113
comps_Btree_bs	2	5	0.288000	0.289000	0.289000	0.307000	0.307000	625830	33080	7888898	0	0	7.324519
comps_Btree_bs	4	5	0.298000	0.298000	0.298000	0.316000	0.316000	626198	32419	8943373	0	0	7.198596
comps_Btree_bs	8	5	0.315000	0.330000	0.332000	0.340000	0.342000	625802	38080	13011557	0	0	6.337722
comps_Btree_bs	16	5	0.397000	0.401000	0.402000	0.405000	0.407000	626401	40287	24935005	0	0	6.235468
comps_Btree_bs	32	5	0.641000	0.641000	0.642000	0.646000	0.669000	626424	57258	26085809	0	0	13.440925
comps_Btree_bs	64	5	0.721000	0.721000	0.721000	0.721000	0.721000	626690	63873	38849987	0	0	13.124025
comps_Btree_bs	128	5	0.783000	0.784000	0.784000	0.784000	0.787000	627041	70074	52791966	0	0	12.622140
comps_Btree_bs	256	5	0.850000	0.850000	0.850000	0.850000	0.850000	627797	73994	64722175	0	0	12.117387
comps_Btree_bs	512	5	1.111000	1.111000	1.111000	1.113000	1.116000	631983	92367	63329100	0	0	19.799648
comps_Btree_bs	1024	5	1.174000	1.175000	1.175000	1.175000	1.175000	637205	95506	74215098	0	0	19.230628
comps_Btree_bs	2048	5	1.216000	1.220000	1.222000	1.222000	1.222000	652112	104209	86820858	0	0	18.810930
comps_Btree_bs	4096	5	1.278000	1.278000	1.278000	1.278000	1.278000	780279	96577	97165452	0	0	18.326371
comps_Btree_bs	8192	5	1.540000	1.547000	1.549000	1.549000	1.559000	3018811	97682	95188979	0	0	25.928358
comps_Btree_bs	16384	5	1.599000	1.601000	1.602000	1.603000	1.605000	10275595	93557	103918632	0	0	25.461594
comps_Btree_bs	32768	5	1.653000	1.654000	1.654000	1.654000	1.659000	16430522	255208	117768001	0	0	24.950032
comps_Btree_bs	65536	5	1.743000	1.745000	1.745000	1.745000	1.745000	23013443	4725473	129423281	0	0	24.467655
comps_Btree_bs	131072	5	2.105000	2.105000	2.105000	2.106000	2.109000	30968651	13048074	131682584	0	0	32.044222
comps_Btree_bs	262144	5	2.218000	2.218000	2.219000	2.222000	2.224000	36780840	18845541	145032319	0	0	31.573664
comps_Btree_bs	524288	5	2.266000	2.268000	2.269000	2.269000	2.292000	42654796	25590727	156527797	0	0	31.071811
comps_Btree_bs	1048576	5	2.521000	2.522000	2.525000	2.525000	2.540000	49348803	32892602	171368223	0	0	30.576066
comps_Btree_bs	2097152	5	3.331000	3.335000	3.336000	3.338000	3.349000	55493836	39141588	176813328	0	0	38.122844
comps_Btree_bs	4194304	5	3.824000	3.831000	3.831000	3.832000	3.867000	61815984	46088180	192573146	0	0	37.653138
comps_Btree_bs	8388608	5	4.171000	4.173000	4.174000	4.174000	4.184000	68185348	52879539	207000940	0	0	37.153540
comps_Btree_bs	16777216	5	4.521000	4.532000	4.534000	4.535000	4.545000	75596141	59798384	218974321	0	0	36.659131
