Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_Btree_lin	1	5	0.070000	0.089000	0.090000	0.099000	0.114000	281308	477006	114420	166888		-
ipcm_Btree_lin	2	5	0.124000	0.129000	0.131000	0.135000	0.136000	428341	795941	149595	278746		-
ipcm_Btree_lin	4	5	0.131000	0.139000	0.140000	0.150000	0.167000	483096	842762	150586	332510		-
ipcm_Btree_lin	8	5	0.155000	0.160000	0.162000	0.165000	0.168000	672384	1194196	241433	430951		-
ipcm_Btree_lin	16	5	0.211000	0.216000	0.219000	0.220000	0.252000	784179	1418651	263136	521043		-
ipcm_Btree_lin	32	5	0.284000	0.287000	0.292000	0.298000	0.300000	938952	1691914	287903	651049		-
ipcm_Btree_lin	64	5	0.285000	0.301000	0.314000	0.315000	0.324000	1147551	2032252	383258	764293		-
ipcm_Btree_lin	128	5	0.330000	0.333000	0.338000	0.341000	0.345000	926758	1652764	294884	631874		-
ipcm_Btree_lin	256	5	0.361000	0.361000	0.362000	0.372000	0.373000	864289	1477485	266989	597300		-
ipcm_Btree_lin	512	5	0.451000	0.454000	0.457000	0.457000	0.466000	1290774	2287792	403082	887692		-
ipcm_Btree_lin	1024	5	0.500000	0.501000	0.502000	0.509000	0.523000	1086853	2004138	370921	715932		-
ipcm_Btree_lin	2048	5	0.538000	0.544000	0.547000	0.555000	0.571000	1299838	2491397	405836	894002		-
ipcm_Btree_lin	4096	5	0.584000	0.587000	0.587000	0.588000	0.588000	1303029	2800166	392209	910820		-
ipcm_Btree_lin	8192	5	0.653000	0.656000	0.657000	0.659000	0.660000	1322629	5077443	405060	917569		-
ipcm_Btree_lin	16384	5	0.704000	0.704000	0.705000	0.706000	0.724000	1402617	8529612	407344	995273		-
ipcm_Btree_lin	32768	5	0.746000	0.753000	0.755000	0.762000	0.765000	1678187	11497808	401941	1276246		-
ipcm_Btree_lin	65536	5	0.830000	0.831000	0.831000	0.832000	0.843000	3624468	12882596	426156	3198312		-
ipcm_Btree_lin	131072	5	0.994000	1.000000	1.009000	1.014000	1.020000	8909010	11577291	507319	8401691		-
ipcm_Btree_lin	262144	5	1.086000	1.087000	1.096000	1.098000	1.098000	11968371	12368702	932271	11036100		-
ipcm_Btree_lin	524288	5	1.283000	1.290000	1.299000	1.319000	1.337000	15085433	12043643	2062212	13023221		-
ipcm_Btree_lin	1048576	5	1.542000	1.546000	1.556000	1.558000	1.572000	17862893	11936956	3789069	14073824		-
ipcm_Btree_lin	2097152	5	1.985000	1.986000	1.990000	1.996000	2.006000	21220388	12575935	7569184	13651204		-
ipcm_Btree_lin	4194304	5	2.329000	2.345000	2.357000	2.358000	2.360000	24504308	12841918	10588338	13915970		-
ipcm_Btree_lin	8388608	5	2.648000	2.662000	2.672000	2.711000	2.713000	27607520	13522585	13696015	13911505		-
ipcm_Btree_lin	16777216	5	2.957000	2.968000	2.978000	2.983000	2.993000	29672957	12846173	16433421	13239536		-
