Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_Btree_lin	1	5	0.058000	0.067000	0.078000	0.081000	0.087000	326342	571988	131468	194874		-
ipcm_Btree_lin	2	5	0.094000	0.094000	0.094000	0.094000	0.126000	18151	24392	10950	7201		-
ipcm_Btree_lin	4	5	0.122000	0.125000	0.126000	0.152000	0.161000	437520	779272	143103	294417		-
ipcm_Btree_lin	8	5	0.155000	0.156000	0.159000	0.164000	0.184000	589647	1048666	193760	395887		-
ipcm_Btree_lin	16	5	0.239000	0.239000	0.240000	0.240000	0.247000	847545	1462628	264782	582763		-
ipcm_Btree_lin	32	5	0.303000	0.305000	0.308000	0.319000	0.325000	939922	1604645	279855	660067		-
ipcm_Btree_lin	64	5	0.356000	0.370000	0.371000	0.383000	0.384000	869714	1497610	265649	604065		-
ipcm_Btree_lin	128	5	0.391000	0.399000	0.405000	0.405000	0.406000	1194293	2088794	387412	806881		-
ipcm_Btree_lin	256	5	0.447000	0.447000	0.460000	0.460000	0.462000	1288710	2263576	405654	883056		-
ipcm_Btree_lin	512	5	0.487000	0.499000	0.513000	0.513000	0.515000	1313900	2322794	407749	906151		-
ipcm_Btree_lin	1024	5	0.583000	0.600000	0.603000	0.604000	0.615000	1276888	2264208	408990	867898		-
ipcm_Btree_lin	2048	5	0.633000	0.646000	0.646000	0.654000	0.665000	1321320	2418987	412132	909188		-
ipcm_Btree_lin	4096	5	0.645000	0.660000	0.671000	0.683000	0.700000	916509	1821329	295345	621164		-
ipcm_Btree_lin	8192	5	0.717000	0.717000	0.724000	0.747000	0.749000	1328515	3861824	390063	938452		-
ipcm_Btree_lin	16384	5	0.781000	0.782000	0.783000	0.784000	0.795000	1371250	7973324	407915	963335		-
ipcm_Btree_lin	32768	5	0.867000	0.867000	0.878000	0.881000	0.889000	1525899	10152956	412496	1113403		-
ipcm_Btree_lin	65536	5	0.973000	0.987000	0.988000	0.989000	1.008000	4381143	10804585	574012	3807131		-
ipcm_Btree_lin	131072	5	1.093000	1.098000	1.103000	1.113000	1.115000	7685884	10171199	640889	7044995		-
ipcm_Btree_lin	262144	5	1.182000	1.182000	1.189000	1.204000	1.204000	9920083	10790860	745225	9174858		-
ipcm_Btree_lin	524288	5	1.292000	1.303000	1.307000	1.308000	1.310000	12027318	11211294	1202218	10825100		-
ipcm_Btree_lin	1048576	5	1.558000	1.560000	1.565000	1.601000	1.612000	15315605	9039446	2504283	12811322		-
ipcm_Btree_lin	2097152	5	2.115000	2.117000	2.119000	2.121000	2.140000	18971179	10671588	7132438	11838741		-
ipcm_Btree_lin	4194304	5	2.387000	2.400000	2.403000	2.410000	2.461000	20672069	10679618	9196302	11475767		-
ipcm_Btree_lin	8388608	5	2.738000	2.742000	2.744000	2.769000	2.770000	23014586	11828493	11687495	11327091		-
ipcm_Btree_lin	16777216	5	3.112000	3.115000	3.133000	3.140000	3.147000	26263320	11415069	14763660	11499660		-
