Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_Btree_linrec	1	5	0.073000	0.073000	0.073000	0.073000	0.073000	17484	2188	11392	6092		-
ipcm_Btree_linrec	2	5	0.068000	0.068000	0.068000	0.068000	0.068000	16337	8069	10396	5941		-
ipcm_Btree_linrec	4	5	0.113000	0.113000	0.114000	0.114000	0.115000	16685	1827	11876	4809		-
ipcm_Btree_linrec	8	5	0.147000	0.147000	0.147000	0.147000	0.147000	23120	1905	12345	10775		-
ipcm_Btree_linrec	16	5	0.193000	0.194000	0.194000	0.196000	0.196000	21611	1897	12364	9247		-
ipcm_Btree_linrec	32	5	0.236000	0.237000	0.237000	0.237000	0.237000	29756	1987	12133	17623		-
ipcm_Btree_linrec	64	5	0.272000	0.273000	0.273000	0.274000	0.274000	31333	2099	11609	19724		-
ipcm_Btree_linrec	128	5	0.347000	0.347000	0.348000	0.348000	0.355000	35601	2278	12254	23347		-
ipcm_Btree_linrec	256	5	0.447000	0.448000	0.449000	0.449000	0.450000	39971	2346	11873	28098		-
ipcm_Btree_linrec	512	5	0.479000	0.485000	0.486000	0.486000	0.492000	273186	42014	17970	255216		-
ipcm_Btree_linrec	1024	5	0.557000	0.558000	0.558000	0.559000	0.560000	61149	9707	15917	45232		-
ipcm_Btree_linrec	2048	5	0.597000	0.599000	0.600000	0.600000	0.601000	153108	27715	20856	132252		-
ipcm_Btree_linrec	4096	5	0.661000	0.665000	0.666000	0.666000	0.666000	56710	98744	13221	43489		-
ipcm_Btree_linrec	8192	5	0.710000	0.714000	0.715000	0.715000	0.716000	59848	1620077	14672	45176		-
ipcm_Btree_linrec	16384	5	0.764000	0.768000	0.769000	0.770000	0.770000	55185	7236850	13470	41715		-
ipcm_Btree_linrec	32768	5	0.831000	0.833000	0.834000	0.837000	0.837000	74187	12279933	13213	60974		-
ipcm_Btree_linrec	65536	5	0.904000	0.907000	0.907000	0.910000	0.920000	1917397	15090954	15483	1901914		-
ipcm_Btree_linrec	131072	5	1.007000	1.009000	1.013000	1.015000	1.016000	6613459	16081515	17273	6596186		-
ipcm_Btree_linrec	262144	5	1.129000	1.132000	1.139000	1.144000	1.148000	11881196	14885630	54168	11827028		-
ipcm_Btree_linrec	524288	5	1.207000	1.231000	1.240000	1.341000	1.491000	14252447	13811372	321990	13930457		-
ipcm_Btree_linrec	1048576	5	1.628000	1.677000	1.711000	1.799000	1.828000	19642728	17529112	3275408	16367320		-
ipcm_Btree_linrec	2097152	5	2.233000	2.253000	2.262000	2.263000	2.278000	23696613	17600552	6953564	16743049		-
ipcm_Btree_linrec	4194304	5	2.583000	2.588000	2.588000	2.593000	2.621000	24129570	12465648	8202471	15927099		-
ipcm_Btree_linrec	8388608	5	2.968000	3.063000	3.075000	3.076000	3.165000	30417581	18894339	13039069	17378512		-
ipcm_Btree_linrec	16777216	5	3.360000	3.407000	3.412000	3.422000	3.490000	30834410	16250435	14931231	15903179		-
