Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_Btree_linrec	1	5	0.100000	0.100000	0.100000	0.101000	0.101000	23112	23686	13535	9577		-
ipcm_Btree_linrec	2	5	0.111000	0.111000	0.111000	0.111000	0.112000	22342	5223	12263	10079		-
ipcm_Btree_linrec	4	5	0.073000	0.073000	0.073000	0.073000	0.080000	15753	39776	10223	5530		-
ipcm_Btree_linrec	8	5	0.183000	0.183000	0.185000	0.186000	0.186000	24454	1899	12513	11941		-
ipcm_Btree_linrec	16	5	0.202000	0.203000	0.203000	0.203000	0.203000	26956	1856	11510	15446		-
ipcm_Btree_linrec	32	5	0.276000	0.276000	0.277000	0.277000	0.277000	33527	2418	12319	21208		-
ipcm_Btree_linrec	64	5	0.301000	0.301000	0.302000	0.303000	0.303000	62422	8524	20659	41763		-
ipcm_Btree_linrec	128	5	0.410000	0.436000	0.441000	0.446000	0.484000	1064976	1708609	322020	742956		-
ipcm_Btree_linrec	256	5	0.467000	0.486000	0.493000	0.508000	0.535000	757303	1284935	258347	498956		-
ipcm_Btree_linrec	512	5	0.488000	0.490000	0.500000	0.508000	0.529000	886194	1516932	273677	612517		-
ipcm_Btree_linrec	1024	5	0.607000	0.616000	0.618000	0.619000	0.623000	1037075	1811965	295032	742043		-
ipcm_Btree_linrec	2048	5	0.644000	0.655000	0.671000	0.680000	0.688000	891809	1611468	284022	607787		-
ipcm_Btree_linrec	4096	5	0.768000	0.769000	0.777000	0.788000	0.792000	1480306	3098364	463569	1016737		-
ipcm_Btree_linrec	8192	5	0.775000	0.787000	0.790000	0.791000	0.817000	489398	2783995	150049	339349		-
ipcm_Btree_linrec	16384	5	0.888000	0.895000	0.902000	0.922000	0.922000	1428313	10348063	423175	1005138		-
ipcm_Btree_linrec	32768	5	0.914000	0.918000	0.921000	0.922000	0.929000	207962	12205624	28158	179804		-
ipcm_Btree_linrec	65536	5	0.967000	0.970000	0.971000	0.975000	0.977000	2499789	14648710	12421	2487368		-
ipcm_Btree_linrec	131072	5	1.149000	1.188000	1.193000	1.215000	1.228000	9657458	18692678	781079	8876379		-
ipcm_Btree_linrec	262144	5	1.203000	1.207000	1.207000	1.215000	1.271000	10742724	15692471	335841	10406883		-
ipcm_Btree_linrec	524288	5	1.459000	1.483000	1.492000	1.494000	1.526000	16406875	17019050	1455404	14951471		-
ipcm_Btree_linrec	1048576	5	1.925000	1.956000	1.969000	1.970000	2.041000	20602023	17162436	4345301	16256722		-
ipcm_Btree_linrec	2097152	5	2.304000	2.325000	2.335000	2.349000	2.369000	22160648	16447319	6411765	15748883		-
ipcm_Btree_linrec	4194304	5	2.614000	2.631000	2.633000	2.633000	2.644000	23331299	13212955	8373877	14957422		-
ipcm_Btree_linrec	8388608	5	2.978000	2.987000	2.988000	2.999000	3.102000	26165816	12718428	11349968	14815848		-
ipcm_Btree_linrec	16777216	5	3.385000	3.388000	3.391000	3.408000	3.422000	31179710	18123010	15518651	15661059		-
