Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_Btree_linrec	1	5	0.156000	0.162000	0.162000	0.168000	0.174000	675053	1213576	246111	428942		-
ipcm_Btree_linrec	2	5	0.106000	0.108000	0.111000	0.115000	0.128000	416247	742860	148927	267320		-
ipcm_Btree_linrec	4	5	0.099000	0.103000	0.103000	0.108000	0.118000	305554	497693	91389	214165		-
ipcm_Btree_linrec	8	5	0.143000	0.145000	0.159000	0.169000	0.189000	657129	1205607	236644	420485		-
ipcm_Btree_linrec	16	5	0.163000	0.163000	0.174000	0.200000	0.214000	516073	946490	161377	354696		-
ipcm_Btree_linrec	32	5	0.287000	0.287000	0.292000	0.299000	0.308000	977216	1690844	296482	680734		-
ipcm_Btree_linrec	64	5	0.279000	0.291000	0.291000	0.311000	0.314000	871034	1514099	278529	592505		-
ipcm_Btree_linrec	128	5	0.319000	0.331000	0.334000	0.340000	0.345000	1205126	2090482	380005	825121		-
ipcm_Btree_linrec	256	5	0.357000	0.359000	0.359000	0.370000	0.381000	936627	1532569	268427	668200		-
ipcm_Btree_linrec	512	5	0.465000	0.476000	0.486000	0.487000	0.490000	1294579	2273552	403213	891366		-
ipcm_Btree_linrec	1024	5	0.512000	0.513000	0.524000	0.524000	0.525000	1109441	2004875	377785	731656		-
ipcm_Btree_linrec	2048	5	0.565000	0.567000	0.567000	0.572000	0.586000	1305649	2458755	410841	894808		-
ipcm_Btree_linrec	4096	5	0.600000	0.602000	0.602000	0.612000	0.612000	905524	1864696	281126	624398		-
ipcm_Btree_linrec	8192	5	0.693000	0.696000	0.698000	0.708000	0.719000	1327726	4443777	403409	924317		-
ipcm_Btree_linrec	16384	5	0.733000	0.744000	0.753000	0.759000	0.762000	1427771	8384747	405554	1022217		-
ipcm_Btree_linrec	32768	5	0.789000	0.790000	0.791000	0.806000	0.835000	1623686	11574033	425775	1197911		-
ipcm_Btree_linrec	65536	5	0.866000	0.866000	0.867000	0.881000	0.882000	3955862	12720953	442042	3513820		-
ipcm_Btree_linrec	131072	5	1.040000	1.051000	1.053000	1.074000	1.091000	8441648	12721426	608523	7833125		-
ipcm_Btree_linrec	262144	5	1.113000	1.123000	1.124000	1.130000	1.148000	11109944	12940841	761750	10348194		-
ipcm_Btree_linrec	524288	5	1.277000	1.279000	1.280000	1.285000	1.305000	14378139	12535031	1419253	12958886		-
ipcm_Btree_linrec	1048576	5	1.518000	1.534000	1.554000	1.557000	1.564000	17804989	12648180	3234533	14570456		-
ipcm_Btree_linrec	2097152	5	2.035000	2.061000	2.062000	2.072000	2.073000	20846252	12948393	7067281	13778971		-
ipcm_Btree_linrec	4194304	5	2.384000	2.434000	2.436000	2.440000	2.464000	24468940	13328300	10462470	14006470		-
ipcm_Btree_linrec	8388608	5	2.726000	2.731000	2.742000	2.770000	2.776000	27055006	13412887	13340993	13714013		-
ipcm_Btree_linrec	16777216	5	3.038000	3.039000	3.056000	3.067000	3.078000	30490580	14687161	16735200	13755380		-
