Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_DFS_lin	1	5	0.088000	0.090000	0.115000	0.122000	0.139000	418227	769582	155344	262883		-
ipcm_DFS_lin	2	5	0.107000	0.112000	0.119000	0.127000	0.137000	436867	778720	150387	286480		-
ipcm_DFS_lin	4	5	0.121000	0.124000	0.124000	0.138000	0.152000	454067	816410	138881	315186		-
ipcm_DFS_lin	8	5	0.147000	0.167000	0.171000	0.172000	0.174000	653990	1205884	245084	408906		-
ipcm_DFS_lin	16	5	0.233000	0.239000	0.240000	0.253000	0.278000	851623	1540065	272165	579458		-
ipcm_DFS_lin	32	5	0.262000	0.273000	0.276000	0.294000	0.295000	939245	1673775	277496	661749		-
ipcm_DFS_lin	64	5	0.296000	0.304000	0.307000	0.315000	0.327000	1136320	2019192	380542	755778		-
ipcm_DFS_lin	128	5	0.341000	0.348000	0.356000	0.364000	0.364000	863283	1522703	267595	595688		-
ipcm_DFS_lin	256	5	0.391000	0.393000	0.393000	0.397000	0.425000	1134950	2023837	379229	755721		-
ipcm_DFS_lin	512	5	0.416000	0.417000	0.429000	0.430000	0.448000	1277755	2261605	398875	878880		-
ipcm_DFS_lin	1024	5	0.482000	0.488000	0.491000	0.494000	0.495000	1277860	2304481	393018	884842		-
ipcm_DFS_lin	2048	5	0.521000	0.528000	0.530000	0.547000	0.557000	1285630	2420460	397121	888509		-
ipcm_DFS_lin	4096	5	0.559000	0.566000	0.575000	0.578000	0.589000	1255945	2610810	396788	859157		-
ipcm_DFS_lin	8192	5	0.607000	0.620000	0.627000	0.629000	0.672000	1370064	4543769	401170	968894		-
ipcm_DFS_lin	16384	5	0.671000	0.683000	0.687000	0.688000	0.709000	1184035	9470162	373405	810630		-
ipcm_DFS_lin	32768	5	0.719000	0.722000	0.725000	0.726000	0.731000	1675041	14183987	397698	1277343		-
ipcm_DFS_lin	65536	5	0.821000	0.824000	0.832000	0.840000	0.852000	3911918	16136475	423873	3488045		-
ipcm_DFS_lin	131072	5	0.951000	0.954000	0.955000	0.961000	0.963000	8944969	16010206	559091	8385878		-
ipcm_DFS_lin	262144	5	1.061000	1.072000	1.074000	1.080000	1.080000	13822457	14597479	675284	13147173		-
ipcm_DFS_lin	524288	5	1.158000	1.160000	1.164000	1.174000	1.177000	17700640	14189149	1012218	16688422		-
ipcm_DFS_lin	1048576	5	1.422000	1.430000	1.445000	1.446000	1.447000	21550232	14135053	2392056	19158176		-
ipcm_DFS_lin	2097152	5	2.035000	2.050000	2.064000	2.075000	2.085000	25655525	14286673	7780986	17874539		-
ipcm_DFS_lin	4194304	5	2.494000	2.519000	2.521000	2.528000	2.573000	29644720	14180338	12697310	16947410		-
ipcm_DFS_lin	8388608	5	2.844000	2.869000	2.871000	2.873000	2.891000	33368961	14486133	17147918	16221043		-
ipcm_DFS_lin	16777216	5	3.205000	3.213000	3.230000	3.239000	3.249000	37357062	14453569	21288275	16068787		-
