Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_Btree_lin	1	5	0.053000	0.053000	0.053000	0.053000	0.066000	12983	13476	9125	3858		-
ipcm_Btree_lin	2	5	0.096000	0.097000	0.097000	0.117000	0.117000	25164	16747	13586	11578		-
ipcm_Btree_lin	4	5	0.110000	0.111000	0.116000	0.123000	0.126000	21707	9853	12010	9697		-
ipcm_Btree_lin	8	5	0.128000	0.128000	0.137000	0.145000	0.162000	24824	8258	12379	12445		-
ipcm_Btree_lin	16	5	0.217000	0.220000	0.228000	0.230000	0.242000	26421	3832	13089	13332		-
ipcm_Btree_lin	32	5	0.286000	0.288000	0.300000	0.300000	0.301000	444127	736111	144067	300060		-
ipcm_Btree_lin	64	5	0.456000	0.463000	0.464000	0.465000	0.474000	455764	731194	140854	314910		-
ipcm_Btree_lin	128	5	0.470000	0.484000	0.485000	0.485000	0.486000	459263	730805	140087	319176		-
ipcm_Btree_lin	256	5	0.526000	0.528000	0.539000	0.541000	0.541000	456765	735899	140012	316753		-
ipcm_Btree_lin	512	5	0.593000	0.593000	0.594000	0.595000	0.608000	71146	21025	22496	48650		-
ipcm_Btree_lin	1024	5	0.669000	0.670000	0.670000	0.672000	0.672000	41758	7220	13757	28001		-
ipcm_Btree_lin	2048	5	0.722000	0.729000	0.730000	0.730000	0.732000	51313	11089	14315	36998		-
ipcm_Btree_lin	4096	5	0.863000	0.900000	0.901000	0.913000	0.950000	1290848	2048896	314280	976568		-
ipcm_Btree_lin	8192	5	0.964000	0.978000	0.980000	0.993000	0.994000	1334656	3548929	409274	925382		-
ipcm_Btree_lin	16384	5	1.000000	1.003000	1.003000	1.027000	1.028000	1374028	7892242	421467	952561		-
ipcm_Btree_lin	32768	5	1.049000	1.055000	1.060000	1.068000	1.097000	2054989	11148621	554192	1500797		-
ipcm_Btree_lin	65536	5	1.110000	1.110000	1.129000	1.137000	1.142000	3525129	9694707	440637	3084492		-
ipcm_Btree_lin	131072	5	1.286000	1.286000	1.287000	1.291000	1.304000	7951298	7692945	585208	7366090		-
ipcm_Btree_lin	262144	5	1.475000	1.477000	1.478000	1.493000	1.505000	9864395	8327037	647819	9216576		-
ipcm_Btree_lin	524288	5	1.579000	1.584000	1.599000	1.615000	1.620000	11050184	10026385	859273	10190911		-
ipcm_Btree_lin	1048576	5	1.875000	1.890000	1.899000	1.913000	1.929000	12879971	11499948	2484438	10395533		-
ipcm_Btree_lin	2097152	5	2.551000	2.559000	2.562000	2.575000	2.586000	15940372	10684775	6751409	9188963		-
ipcm_Btree_lin	4194304	5	2.914000	2.932000	2.935000	2.940000	2.949000	19130838	8754592	9075552	10055286		-
ipcm_Btree_lin	8388608	5	3.165000	3.193000	3.204000	3.204000	3.221000	21349329	9608289	10432567	10916762		-
ipcm_Btree_lin	16777216	5	3.603000	3.618000	3.622000	3.650000	3.657000	22569541	11111593	12008600	10560941		-
