Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_Btree_bs	1	5	0.060000	0.071000	0.082000	0.085000	0.103000	324086	598295	135145	188941		-
ipcm_Btree_bs	2	5	0.093000	0.100000	0.105000	0.116000	0.122000	389303	765741	141743	247560		-
ipcm_Btree_bs	4	5	0.174000	0.176000	0.191000	0.196000	0.204000	558182	999631	150751	407431		-
ipcm_Btree_bs	8	5	0.235000	0.240000	0.240000	0.244000	0.247000	839589	1511017	259877	579712		-
ipcm_Btree_bs	16	5	0.332000	0.351000	0.355000	0.356000	0.361000	1234369	2200486	387895	846474		-
ipcm_Btree_bs	32	5	0.433000	0.440000	0.446000	0.453000	0.478000	1260603	2260514	400098	860505		-
ipcm_Btree_bs	64	5	0.549000	0.550000	0.551000	0.551000	0.553000	1286214	2258031	391115	895099		-
ipcm_Btree_bs	128	5	0.627000	0.633000	0.633000	0.643000	0.645000	1274824	2256253	391204	883620		-
ipcm_Btree_bs	256	5	0.721000	0.724000	0.734000	0.737000	0.746000	1549447	2757445	508074	1041373		-
ipcm_Btree_bs	512	5	0.807000	0.808000	0.812000	0.815000	0.845000	1292152	2284551	398844	893308		-
ipcm_Btree_bs	1024	5	0.875000	0.884000	0.887000	0.888000	0.901000	1291368	2329316	397752	893616		-
ipcm_Btree_bs	2048	5	0.971000	0.976000	0.977000	0.979000	0.984000	1721345	3248343	526941	1194404		-
ipcm_Btree_bs	4096	5	1.061000	1.063000	1.069000	1.073000	1.078000	1446686	3055915	421905	1024781		-
ipcm_Btree_bs	8192	5	1.141000	1.150000	1.152000	1.156000	1.173000	1761311	6727133	521759	1239552		-
ipcm_Btree_bs	16384	5	1.243000	1.246000	1.248000	1.249000	1.249000	1902535	18990091	533302	1369233		-
ipcm_Btree_bs	32768	5	1.342000	1.344000	1.347000	1.351000	1.357000	2398867	30630476	543209	1855658		-
ipcm_Btree_bs	65536	5	1.470000	1.472000	1.474000	1.483000	1.483000	7687024	35336659	566270	7120754		-
ipcm_Btree_bs	131072	5	1.626000	1.631000	1.633000	1.646000	1.651000	14962000	36635008	607068	14354932		-
ipcm_Btree_bs	262144	5	1.805000	1.805000	1.807000	1.808000	1.811000	21586860	37866856	972208	20614652		-
ipcm_Btree_bs	524288	5	1.949000	1.950000	1.955000	1.957000	1.969000	26678515	36432447	1357377	25321138		-
ipcm_Btree_bs	1048576	5	2.198000	2.280000	2.299000	2.308000	2.317000	32707436	36282897	3309377	29398059		-
ipcm_Btree_bs	2097152	5	2.882000	2.921000	2.940000	2.949000	2.960000	37542232	36338799	8225799	29316433		-
ipcm_Btree_bs	4194304	5	3.302000	3.334000	3.361000	3.370000	3.377000	41934997	34825316	12389118	29545879		-
ipcm_Btree_bs	8388608	5	3.671000	3.714000	3.717000	3.718000	3.758000	44685955	35164626	16203830	28482125		-
ipcm_Btree_bs	16777216	5	4.020000	4.105000	4.113000	4.128000	4.148000	48766022	33718962	19924600	28841422		-
