Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_DFS_lin	1	5	0.076000	0.077000	0.080000	0.095000	0.100000	172814	291109	33709	139105		-
ipcm_DFS_lin	2	5	0.102000	0.103000	0.103000	0.112000	0.117000	389107	750749	145922	243185		-
ipcm_DFS_lin	4	5	0.131000	0.139000	0.148000	0.155000	0.156000	560523	992539	201597	358926		-
ipcm_DFS_lin	8	5	0.172000	0.184000	0.189000	0.207000	0.207000	625393	1104449	177633	447760		-
ipcm_DFS_lin	16	5	0.232000	0.236000	0.239000	0.240000	0.244000	859247	1432974	253076	606171		-
ipcm_DFS_lin	32	5	0.263000	0.273000	0.275000	0.288000	0.295000	939190	1680061	308296	630894		-
ipcm_DFS_lin	64	5	0.313000	0.314000	0.325000	0.326000	0.347000	1177684	2121573	385925	791759		-
ipcm_DFS_lin	128	5	0.399000	0.408000	0.408000	0.408000	0.409000	870441	1530725	265581	604860		-
ipcm_DFS_lin	256	5	0.500000	0.501000	0.501000	0.501000	0.511000	1284050	2270282	399361	884689		-
ipcm_DFS_lin	512	5	0.571000	0.576000	0.578000	0.578000	0.580000	1275506	2292919	387516	887990		-
ipcm_DFS_lin	1024	5	0.641000	0.642000	0.644000	0.644000	0.644000	1349734	2404196	405572	944162		-
ipcm_DFS_lin	2048	5	0.703000	0.704000	0.704000	0.709000	0.729000	1303080	2393637	394957	908123		-
ipcm_DFS_lin	4096	5	0.757000	0.757000	0.760000	0.789000	0.795000	1314388	2657196	400825	913563		-
ipcm_DFS_lin	8192	5	0.812000	0.812000	0.812000	0.813000	0.817000	1319027	5668024	391498	927529		-
ipcm_DFS_lin	16384	5	0.882000	0.883000	0.884000	0.891000	0.906000	1337607	24822292	392457	945150		-
ipcm_DFS_lin	32768	5	0.950000	0.957000	0.959000	0.959000	0.959000	2052061	38728435	537756	1514305		-
ipcm_DFS_lin	65536	5	1.076000	1.079000	1.083000	1.103000	1.108000	9156483	41585533	577824	8578659		-
ipcm_DFS_lin	131072	5	1.310000	1.311000	1.317000	1.318000	1.326000	26323442	33347603	673479	25649963		-
ipcm_DFS_lin	262144	5	1.584000	1.598000	1.604000	1.606000	1.615000	49386760	20634555	776680	48610080		-
ipcm_DFS_lin	524288	5	1.677000	1.680000	1.692000	1.696000	1.710000	57653374	19282866	1113560	56539814		-
ipcm_DFS_lin	1048576	5	2.093000	2.100000	2.101000	2.103000	2.110000	67668740	14753829	4400913	63267827		-
ipcm_DFS_lin	2097152	5	4.358000	4.394000	4.395000	4.403000	4.405000	73380687	12705963	36307186	37073501		-
ipcm_DFS_lin	4194304	5	5.725000	5.751000	5.756000	5.764000	5.773000	79368566	13330302	56113007	23255559		-
ipcm_DFS_lin	8388608	5	6.416000	6.471000	6.473000	6.493000	6.543000	84377558	8869010	68336963	16040595		-
ipcm_DFS_lin	16777216	5	7.159000	7.177000	7.193000	7.198000	7.200000	85060220	4077336	76244992	8815228		-
