Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_DFS_lin	1	5	0.082000	0.082000	0.082000	0.082000	0.082000	18606	5907	12169	6437		-
ipcm_DFS_lin	2	5	0.095000	0.095000	0.096000	0.096000	0.096000	21115	17674	12826	8289		-
ipcm_DFS_lin	4	5	0.119000	0.119000	0.119000	0.119000	0.119000	21555	5460	12204	9351		-
ipcm_DFS_lin	8	5	0.164000	0.165000	0.166000	0.166000	0.166000	24712	13398	12238	12474		-
ipcm_DFS_lin	16	5	0.240000	0.240000	0.240000	0.240000	0.243000	29197	2242	11190	18007		-
ipcm_DFS_lin	32	5	0.285000	0.285000	0.285000	0.285000	0.285000	32657	3093	11845	20812		-
ipcm_DFS_lin	64	5	0.370000	0.372000	0.372000	0.373000	0.374000	39236	4069	12787	26449		-
ipcm_DFS_lin	128	5	0.436000	0.437000	0.440000	0.440000	0.441000	42452	2943	12415	30037		-
ipcm_DFS_lin	256	5	0.477000	0.481000	0.482000	0.483000	0.483000	41432	2733	11833	29599		-
ipcm_DFS_lin	512	5	0.557000	0.559000	0.560000	0.560000	0.560000	47461	2936	12682	34779		-
ipcm_DFS_lin	1024	5	0.627000	0.629000	0.629000	0.629000	0.645000	44458	4051	12260	32198		-
ipcm_DFS_lin	2048	5	0.705000	0.706000	0.708000	0.708000	0.709000	52524	9383	14341	38183		-
ipcm_DFS_lin	4096	5	0.743000	0.743000	0.745000	0.746000	0.748000	53079	16954	13392	39687		-
ipcm_DFS_lin	8192	5	0.778000	0.781000	0.782000	0.782000	0.782000	55860	865398	14439	41421		-
ipcm_DFS_lin	16384	5	0.843000	0.843000	0.850000	0.850000	0.851000	54064	5430155	11779	42285		-
ipcm_DFS_lin	32768	5	0.933000	0.938000	0.939000	0.940000	0.941000	444330	7709055	13972	430358		-
ipcm_DFS_lin	65536	5	1.067000	1.067000	1.071000	1.072000	1.073000	5562987	5505000	16648	5546339		-
ipcm_DFS_lin	131072	5	1.117000	1.118000	1.121000	1.122000	1.123000	5581610	8627992	15196	5566414		-
ipcm_DFS_lin	262144	5	1.201000	1.203000	1.203000	1.206000	1.206000	8538488	8321540	16080	8522408		-
ipcm_DFS_lin	524288	5	1.274000	1.283000	1.377000	1.434000	1.450000	13240983	10460327	977590	12263393		-
ipcm_DFS_lin	1048576	5	1.667000	1.686000	1.793000	1.802000	1.820000	18188940	11964278	4050524	14138416		-
ipcm_DFS_lin	2097152	5	2.223000	2.266000	2.275000	2.318000	2.348000	21002287	11941529	7518963	13483324		-
ipcm_DFS_lin	4194304	5	2.475000	2.520000	2.525000	2.526000	2.534000	21701418	12158481	9677803	12023615		-
ipcm_DFS_lin	8388608	5	2.834000	2.839000	2.842000	2.858000	2.879000	23890935	11990772	12796252	11094683		-
ipcm_DFS_lin	16777216	5	3.162000	3.195000	3.204000	3.212000	3.227000	27195184	11489544	16126565	11068619		-
