Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_Btree_lin	1	5	0.056000	0.064000	0.067000	0.068000	0.071000	313159	618218	144632	168527		-
ipcm_Btree_lin	2	5	0.076000	0.076000	0.078000	0.091000	0.092000	358809	663807	155019	203790		-
ipcm_Btree_lin	4	5	0.099000	0.099000	0.106000	0.120000	0.121000	127629	231275	29156	98473		-
ipcm_Btree_lin	8	5	0.125000	0.127000	0.127000	0.139000	0.162000	22697	25358	11787	10910		-
ipcm_Btree_lin	16	5	0.159000	0.159000	0.159000	0.159000	0.171000	63978	13206	15860	48118		-
ipcm_Btree_lin	32	5	0.237000	0.243000	0.244000	0.253000	0.281000	874537	1548983	273421	601116		-
ipcm_Btree_lin	64	5	0.306000	0.306000	0.306000	0.307000	0.342000	863617	1536615	271589	592028		-
ipcm_Btree_lin	128	5	0.386000	0.391000	0.392000	0.393000	0.408000	1280930	2298083	404117	876813		-
ipcm_Btree_lin	256	5	0.449000	0.452000	0.457000	0.458000	0.459000	1278460	2303822	405046	873414		-
ipcm_Btree_lin	512	5	0.505000	0.511000	0.511000	0.514000	0.524000	1286806	2316104	408792	878014		-
ipcm_Btree_lin	1024	5	0.561000	0.561000	0.562000	0.577000	0.585000	1292896	2369596	400767	892129		-
ipcm_Btree_lin	2048	5	0.602000	0.603000	0.603000	0.606000	0.617000	893595	1695457	275696	617899		-
ipcm_Btree_lin	4096	5	0.656000	0.658000	0.659000	0.675000	0.686000	1324615	2991075	410073	914542		-
ipcm_Btree_lin	8192	5	0.706000	0.714000	0.719000	0.724000	0.758000	1326583	6261666	414650	911933		-
ipcm_Btree_lin	16384	5	0.752000	0.763000	0.763000	0.763000	0.782000	1420297	13485213	431379	988918		-
ipcm_Btree_lin	32768	5	0.811000	0.820000	0.820000	0.821000	0.828000	2077125	18916256	427353	1649772		-
ipcm_Btree_lin	65536	5	0.890000	0.897000	0.899000	0.907000	0.908000	3992498	22379077	460618	3531880		-
ipcm_Btree_lin	131072	5	1.011000	1.013000	1.014000	1.018000	1.019000	10903312	24712824	572678	10330634		-
ipcm_Btree_lin	262144	5	1.113000	1.117000	1.118000	1.131000	1.137000	15861362	22289717	537027	15324335		-
ipcm_Btree_lin	524288	5	1.213000	1.225000	1.228000	1.231000	1.240000	18304546	21567877	959664	17344882		-
ipcm_Btree_lin	1048576	5	1.611000	1.612000	1.615000	1.628000	1.642000	24607022	16856092	3420954	21186068		-
ipcm_Btree_lin	2097152	5	2.020000	2.030000	2.044000	2.051000	2.063000	27481454	16685625	6877740	20603714		-
ipcm_Btree_lin	4194304	5	2.421000	2.435000	2.436000	2.436000	2.439000	29846675	14340898	9774129	20072546		-
ipcm_Btree_lin	8388608	5	2.704000	2.720000	2.728000	2.743000	2.747000	32406035	14515279	12488864	19917171		-
ipcm_Btree_lin	16777216	5	3.016000	3.034000	3.039000	3.043000	3.056000	35464267	14709179	15145204	20319063		-
