Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L2 miss	L2 hits	L3 miss	L3hits	Comparisons
ipcm_Btree_bs	1	5	0.096000	0.099000	0.104000	0.115000	0.120000	404299	683653	144435	259864		-
ipcm_Btree_bs	2	5	0.143000	0.163000	0.164000	0.164000	0.169000	677894	1224543	247293	430601		-
ipcm_Btree_bs	4	5	0.196000	0.200000	0.220000	0.232000	0.232000	662676	1115061	203973	458703		-
ipcm_Btree_bs	8	5	0.246000	0.246000	0.246000	0.246000	0.249000	861019	1521114	271031	589988		-
ipcm_Btree_bs	16	5	0.321000	0.334000	0.335000	0.338000	0.347000	1207890	2129133	391366	816524		-
ipcm_Btree_bs	32	5	0.442000	0.443000	0.449000	0.459000	0.461000	1281006	2264899	398658	882348		-
ipcm_Btree_bs	64	5	0.496000	0.500000	0.502000	0.502000	0.503000	1283042	2264022	399013	884029		-
ipcm_Btree_bs	128	5	0.642000	0.642000	0.643000	0.644000	0.655000	1295556	2245919	401419	894137		-
ipcm_Btree_bs	256	5	0.680000	0.682000	0.683000	0.684000	0.685000	1293194	2270876	399424	893770		-
ipcm_Btree_bs	512	5	0.727000	0.733000	0.735000	0.735000	0.737000	1283263	2234424	385551	897712		-
ipcm_Btree_bs	1024	5	0.853000	0.855000	0.861000	0.861000	0.886000	1299730	2345065	397752	901978		-
ipcm_Btree_bs	2048	5	0.889000	0.889000	0.895000	0.896000	0.901000	1709156	3214981	528540	1180616		-
ipcm_Btree_bs	4096	5	1.011000	1.016000	1.023000	1.030000	1.041000	1750199	3623966	536904	1213295		-
ipcm_Btree_bs	8192	5	1.063000	1.064000	1.064000	1.080000	1.097000	1801093	5360813	542221	1258872		-
ipcm_Btree_bs	16384	5	1.214000	1.215000	1.216000	1.218000	1.227000	1853308	11332382	555413	1297895		-
ipcm_Btree_bs	32768	5	1.266000	1.268000	1.268000	1.269000	1.272000	2155582	16752612	551197	1604385		-
ipcm_Btree_bs	65536	5	1.360000	1.363000	1.365000	1.371000	1.397000	5543470	18622137	565104	4978366		-
ipcm_Btree_bs	131072	5	1.540000	1.547000	1.557000	1.566000	1.568000	9776512	20550157	755003	9021509		-
ipcm_Btree_bs	262144	5	1.621000	1.623000	1.626000	1.647000	1.654000	13796921	19127047	718775	13078146		-
ipcm_Btree_bs	524288	5	1.854000	1.875000	1.877000	1.879000	1.882000	19981587	17150422	1313792	18667795		-
ipcm_Btree_bs	1048576	5	2.093000	2.105000	2.112000	2.138000	2.171000	22290020	18483769	2656185	19633835		-
ipcm_Btree_bs	2097152	5	2.758000	2.766000	2.800000	2.802000	2.808000	26534347	19724136	7060764	19473583		-
ipcm_Btree_bs	4194304	5	3.160000	3.175000	3.180000	3.181000	3.183000	29878014	19303315	10727711	19150303		-
ipcm_Btree_bs	8388608	5	3.479000	3.545000	3.553000	3.567000	3.575000	32812832	19010241	14216825	18596007		-
ipcm_Btree_bs	16777216	5	3.865000	3.905000	3.914000	3.931000	3.942000	36475692	20997080	17560514	18915178		-
